i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop,i15_seen
美国,1581,热情如火,8.8,1959,比利·怀德,喜剧,120,美国,19150,1292574,https://movie.douban.com/subject/1292574/,http://www.imdb.com/title/tt0053291,549,,
日本,1582,浮草,8.8,1959,小津安二郎,剧情,119,日本,3900,1297841,https://movie.douban.com/subject/1297841/,http://www.imdb.com/title/tt0053390,914,,
日本,1583,人间的条件(第一、二部),8.8,1959,小林正树,"剧情,历史",208,日本,1274,1298561,https://movie.douban.com/subject/1298561/,http://www.imdb.com/title/tt0053114,19462,,
法国,1584,塞纳河畔,8.8,1957,尤里斯·伊文思,"纪录片,短片",,法国,314,1794184,https://movie.douban.com/subject/1794184/,http://www.imdb.com/title/tt0050948,6612,,
美国,1585,超级奶爸,8.8,1957,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",8,美国,132,5060875,https://movie.douban.com/subject/5060875/,http://www.imdb.com/title/tt0051098,14951,,
美国,1586,父子烤肉野餐,8.8,1956,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,143,5262268,https://movie.douban.com/subject/5262268/,http://www.imdb.com/title/tt0048986,20573,,
印度,1587,大地之歌,8.8,1955,萨蒂亚吉特·雷伊,剧情,122,印度,2226,1306019,https://movie.douban.com/subject/1306019/,http://www.imdb.com/title/tt0048473,3574,,
美国,1588,汤姆和小老鼠,8.8,1955,Joseph Barbera,"喜剧,动画,短片,家庭",7,美国,157,5262260,https://movie.douban.com/subject/5262260/,http://www.imdb.com/title/tt0048733,22645,,
美国,1589,佩克斯.佩斯特,8.8,1955,Joseph Barbera,"喜剧,动画,短片,家庭",7,美国,134,5262262,https://movie.douban.com/subject/5262262/,http://www.imdb.com/title/tt0048477,23596,,
美国,1590,那不勒斯老鼠,8.8,1954,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,138,2137197,https://movie.douban.com/subject/2137197/,http://www.imdb.com/title/tt0047275,22220,,
美国,1591,兔八哥遇上大嘴怪,8.8,1954,Robert McKimson,"喜剧,动画,短片,家庭",7,美国,729,2347165,https://movie.douban.com/subject/2347165/,http://www.imdb.com/title/tt0046908,16857,,
美国,1592,小狗的故事,8.8,1954,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,144,5262253,https://movie.douban.com/subject/5262253/,http://www.imdb.com/title/tt0047375,24131,,
美国,1593,小犬显威,8.8,1953,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,162,2137172,https://movie.douban.com/subject/2137172/,http://www.imdb.com/title/tt0046417,19178,,
美国,1594,舞台春秋,8.8,1952,查理·卓别林,"剧情,喜剧,爱情,音乐",137,美国,2123,1296659,https://movie.douban.com/subject/1296659/,http://www.imdb.com/title/tt0044837,598,,
美国,1595,老鼠约翰,8.8,1952,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",8,美国,1558,1297484,https://movie.douban.com/subject/1297484/,http://www.imdb.com/title/tt0045937,13578,,
美国,1596,三只小猫,8.8,1952,Joseph Barbera,"喜剧,动画,短片,家庭",,美国,186,2137151,https://movie.douban.com/subject/2137151/,http://www.imdb.com/title/tt0045262,21509,,
美国,1597,猎兔季节,8.8,1952,查克·琼斯,"喜剧,动画,短片,家庭",7,美国,465,2346313,https://movie.douban.com/subject/2346313/,http://www.imdb.com/title/tt0045062,15453,,
美国,1598,小海豹失踪记,8.8,1952,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,141,5262237,https://movie.douban.com/subject/5262237/,http://www.imdb.com/title/tt0044843,21695,,
美国,1599,机器猫,8.8,1952,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",7,美国,163,5262240,https://movie.douban.com/subject/5262240/,http://www.imdb.com/title/tt0045059,13639,,
美国,1600,狗屋,8.8,1952,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,153,5262242,https://movie.douban.com/subject/5262242/,http://www.imdb.com/title/tt0044554,21688,,
日本,1601,麦秋,8.8,1951,小津安二郎,"剧情,家庭",124,日本,4861,1401842,https://movie.douban.com/subject/1401842/,http://www.imdb.com/title/tt0043313,332,,
美国,1602,马戏团里的兔八哥,8.8,1951,罗伯特·麦金森,"喜剧,动画,短片,家庭",7,美国,879,2346326,https://movie.douban.com/subject/2346326/,http://www.imdb.com/title/tt0043341,13916,,
美国,1603,荒岛余生,8.8,1951,威廉·汉纳,"喜剧,动画,短片,家庭",,美国,241,3539060,https://movie.douban.com/subject/3539060/,http://www.imdb.com/title/tt0043644,15849,,
美国,1604,又香又干净的乖儿子,8.8,1951,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,147,5262235,https://movie.douban.com/subject/5262235/,http://www.imdb.com/title/tt0044048,19119,,
美国,1605,兔八哥大战糙山姆,8.8,1950,Friz Freleng,"喜剧,动画,短片,家庭",7,美国,1575,2347143,https://movie.douban.com/subject/2347143/,http://www.imdb.com/title/tt0042290,18498,,
美国,1606,贪吃的猫,8.8,1950,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,149,5262227,https://movie.douban.com/subject/5262227/,http://www.imdb.com/title/tt0042476,18982,,
美国,1607,长毛兔,8.8,1949,查克·琼斯,"喜剧,动画,短片,音乐,家庭",8,美国,830,2346314,https://movie.douban.com/subject/2346314/,http://www.imdb.com/title/tt0041598,17223,,
美国,1608,高空跳水,8.8,1949,弗里兹·弗里伦,"喜剧,动画,短片,家庭",7,美国,383,2346316,https://movie.douban.com/subject/2346316/,http://www.imdb.com/title/tt0041462,16876,,
美国,1609,基蒂笼中鸟,8.8,1948,Joseph Barbera,"喜剧,动画,短片,家庭",,美国,228,2137195,https://movie.douban.com/subject/2137195/,http://www.imdb.com/title/tt0040515,19411,,
美国,1610,汤姆的艳遇,8.8,1946,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,299,3158063,https://movie.douban.com/subject/3158063/,http://www.imdb.com/title/tt0038977,13539,,
法国,1611,天堂的孩子,8.8,1945,马塞尔·卡尔内,"剧情,爱情",163,法国,2546,1300375,https://movie.douban.com/subject/1300375/,http://www.imdb.com/title/tt0037674,7620,,
美国,1612,宝贝猫,8.8,1943,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,206,2267072,https://movie.douban.com/subject/2267072/,http://www.imdb.com/title/tt0035657,19140,,
美国,1613,勇敢的兔八哥,8.8,1942,Robert Clampett,"喜剧,动画,短片,家庭",7,美国,5611,2346826,https://movie.douban.com/subject/2346826/,http://www.imdb.com/title/tt0034554,8121,,
美国,1614,唐老鸭参军,8.8,1942,杰克·金,"喜剧,动画,短片,家庭",9,美国,315,2982460,https://movie.douban.com/subject/2982460/,http://www.imdb.com/title/tt0034667,22524,,
美国,1615,幻想曲,8.8,1940,詹姆斯·阿尔格,"动画,音乐,奇幻",125,美国,8904,1310179,https://movie.douban.com/subject/1310179/,http://www.imdb.com/title/tt0032455,18738,,
美国,1616,青少年与音乐,8.8,1939,阿齐·梅奥,"剧情,音乐,家庭",105,美国,46,3231706,https://movie.douban.com/subject/3231706/,http://www.imdb.com/title/tt0032023,14075,,
美国,1617,日出,8.8,1927,F·W·茂瑙,"剧情,爱情",94,美国,4522,1295753,https://movie.douban.com/subject/1295753/,http://www.imdb.com/title/tt0018455,1659,,
法国,1618,刚果之行,8.8,1927,Marc Allégret,纪录片,,法国,73,2979965,https://movie.douban.com/subject/2979965/,http://www.imdb.com/title/tt0018543,7799,,
美国,1619,七次机会,8.8,1925,巴斯特·基顿,"喜剧,爱情,家庭",56,美国,3061,1300352,https://movie.douban.com/subject/1300352/,http://www.imdb.com/title/tt0016332,890,,
法国,1620,超时空魔钟,8.8,1924,拉迪斯洛夫·斯塔维奇,动画,45,法国,143,1432212,https://movie.douban.com/subject/1432212/,http://www.imdb.com/title/tt0408636,5629,,
德国,1621,尼伯龙根2：克里姆希尔德的复仇,8.8,1924,弗里茨·朗,"剧情,奇幻,冒险",129,德国,391,1867888,https://movie.douban.com/subject/1867888/,http://www.imdb.com/title/tt0015174,5948,,
英国,1622,伟大的白色寂静,8.8,1924,Herbert G. Ponting,纪录片,110,英国,52,6437034,https://movie.douban.com/subject/6437034/,http://www.imdb.com/title/tt1764657,5431,,
美国,1623,安全至下,8.8,1923,弗雷德·C. 纽梅耶,"喜剧,爱情,惊悚",70,美国,3259,1303388,https://movie.douban.com/subject/1303388/,http://www.imdb.com/title/tt0014429,897,,
美国,1624,发薪日,8.8,1922,查理·卓别林,"喜剧,短片",28,美国,1987,1483646,https://movie.douban.com/subject/1483646/,http://www.imdb.com/title/tt0013486,1051,,
美国,1625,一周,8.8,1920,爱德华·克莱因,"喜剧,短片",19,美国,1264,1867780,https://movie.douban.com/subject/1867780/,http://www.imdb.com/title/tt0011541,1639,,
法国,1626,脸庞，村庄,8.7,2017,阿涅斯·瓦尔达,纪录片,89,法国,58,26764928,https://movie.douban.com/subject/26764928/,http://www.imdb.com/title/tt5598102,12196,,
美国,1627,死侍：危险行为,8.7,2017,David,"科幻,短片",4,美国,50,27025177,https://movie.douban.com/subject/27025177/,http://www.imdb.com/title/tt6612630,2310,,
英国,1628,伦敦一家人,8.7,2016,罗杰·梅因伍德,"剧情,动画,家庭",94,英国,9023,5327189,https://movie.douban.com/subject/5327189/,http://www.imdb.com/title/tt1725969,10391,,
美国,1629,血战钢锯岭,8.7,2016,梅尔·吉布森,"剧情,动作,传记,历史,战争",139,美国 / 澳大利亚,267715,26325320,https://movie.douban.com/subject/26325320/,http://www.imdb.com/title/tt2119532,253,,1
丹麦,1630,总有一天,8.7,2016,杰斯珀·W·尼尔森,剧情,115,丹麦,13139,26390631,https://movie.douban.com/subject/26390631/,http://www.imdb.com/title/tt4659056,2350,,
西班牙,1631,看不见的客人,8.7,2016,奥里奥尔·保罗,"悬疑,惊悚,犯罪",106,西班牙,95072,26580232,https://movie.douban.com/subject/26580232/,http://www.imdb.com/title/tt4857264,14455,,1
美国,1632,韦纳,8.7,2016,乔希·克里格曼,纪录片,96,美国,319,26679130,https://movie.douban.com/subject/26679130/,http://www.imdb.com/title/tt5278596,2784,,
美国,1633,斯隆女士,8.7,2016,约翰·麦登,"剧情,惊悚",132,美国 / 法国,20324,26703158,https://movie.douban.com/subject/26703158/,http://www.imdb.com/title/tt4540710,14200,,
日本,1634,悠哉日常大王,8.7,2016,川面真也,"喜剧,动画",24,日本,177,26707476,https://movie.douban.com/subject/26707476/,,5204,,
美国,1635,黄阿丽：小眼镜蛇,8.7,2016,杰伊·卡拉斯,喜剧,60,美国,3550,26772763,https://movie.douban.com/subject/26772763/,http://www.imdb.com/title/tt5066574,23459,,
英国,1636,Sour,8.7,2016,Reuben Atlas,纪录片,86,英国,41,26811410,https://movie.douban.com/subject/26811410/,http://www.imdb.com/title/tt5728684,10219,,
德国,1637,男男呼啦圈,8.7,2016,Damian Siqueiros,"短片,同性",,德国,676,26849144,https://movie.douban.com/subject/26849144/,,23849,,
日本,1638,吉高由里子,8.7,2016,NHK,,,日本,136,26882436,https://movie.douban.com/subject/26882436/,,13886,,
法国,1639,伊凡王子与百变公主,8.7,2016,米歇尔·欧斯洛,动画,53,法国,200,26885427,https://movie.douban.com/subject/26885427/,,12466,,
美国,1640,头脑特工队,8.7,2015,彼特·道格特,"喜剧,动画,家庭,冒险",95,美国,199672,10533913,https://movie.douban.com/subject/10533913/,http://www.imdb.com/title/tt2096673,422,,
美国,1641,聚焦,8.7,2015,汤姆·麦卡锡,"剧情,传记",128,美国 / 加拿大,110028,25954475,https://movie.douban.com/subject/25954475/,http://www.imdb.com/title/tt1895587,551,,
日本,1642,乃木坂46纪录片：忘记悲伤的方法,8.7,2015,丸山健志,纪录片,120,日本,659,26282452,https://movie.douban.com/subject/26282452/,http://www.imdb.com/title/tt4288296,16315,,
印度,1643,小萝莉的猴神大叔,8.7,2015,卡比尔·汗,"剧情,喜剧,动作,爱情",159,印度,68415,26393561,https://movie.douban.com/subject/26393561/,http://www.imdb.com/title/tt3863552,820,,1
瑞典,1644,一个叫欧维的男人决定去死,8.7,2015,汉内斯·赫尔姆,剧情,116,瑞典,91745,26628357,https://movie.douban.com/subject/26628357/,http://www.imdb.com/title/tt4080728,479,,
荷兰,1645,全家福,8.7,2015,Tom Fassaert,纪录片,110,荷兰 / 丹麦,49,26672971,https://movie.douban.com/subject/26672971/,http://www.imdb.com/title/tt4653186,9359,,
中国大陆,1646,1994,8.7,2015,谢梦茜,"纪录片,短片",4,中国大陆,59,26700645,https://movie.douban.com/subject/26700645/,,19043,,
爱尔兰,1647,海洋之歌,8.7,2014,汤姆·摩尔,"剧情,动画,奇幻",93,爱尔兰 / 丹麦 / 比利时 / 卢森堡 / 法国,83878,11584019,https://movie.douban.com/subject/11584019/,http://www.imdb.com/title/tt1865505,1418,,1
美国,1648,熊世界,8.7,2014,艾雷斯泰·法瑟吉尔,纪录片,78,美国,3451,20254243,https://movie.douban.com/subject/20254243/,http://www.imdb.com/title/tt2458776,1147,,
日本,1649,少女与战车OVA：这次是真正的安齐奥战,8.7,2014,水岛努,"剧情,动画",37,日本,444,25772498,https://movie.douban.com/subject/25772498/,,3629,,
美国,1650,G.U.Y.,8.7,2014,Lady Gaga,短片,12,美国,127,25893283,https://movie.douban.com/subject/25893283/,http://www.imdb.com/title/tt3616900,13624,,
日本,1651,召唤恶魔阿萨谢尔OAD：海葵篇,8.7,2014,水岛努,"喜剧,动画",24,日本,1225,25915878,https://movie.douban.com/subject/25915878/,,14989,,
英国,1652,吉他连复进化简史,8.7,2014,Sam Bridger,"纪录片,音乐",60,英国,92,25933352,https://movie.douban.com/subject/25933352/,http://www.imdb.com/title/tt4306046,16187,,
日本,1653,孤独的美食家,8.7,2014,溝口憲司,剧情,55,日本,2372,25947426,https://movie.douban.com/subject/25947426/,,10707,,
英国,1654,Blur小传,8.7,2014,Sky Arts,"纪录片,短片,传记",,英国,225,25958847,https://movie.douban.com/subject/25958847/,,12451,,
日本,1655,西荻洼步行20分两室一厅押金二个月宠物禁止,8.7,2014,前田真宏,"动画,短片",,日本,356,26282694,https://movie.douban.com/subject/26282694/,http://www.imdb.com/title/tt4274638,9954,,
英国,1656,布朗夫人的儿子们：2014圣诞特别,8.7,2014,Ben Kellett,喜剧,30,英国,107,26290429,https://movie.douban.com/subject/26290429/,http://www.imdb.com/title/tt3266578,22865,,
罗马尼亚,1657,托托和他的姐姐们,8.7,2014,Alexander Nanau,纪录片,93,罗马尼亚 Romania,50,26308376,https://movie.douban.com/subject/26308376/,http://www.imdb.com/title/tt2234537,16141,,
中国大陆,1658,我的师尊木心先生,8.7,2014,陈捷,"纪录片,传记",70,中国大陆,343,26326492,https://movie.douban.com/subject/26326492/,,16280,,
日本,1659,东京家族,8.7,2013,山田洋次,"剧情,家庭",146,日本,23342,5996409,https://movie.douban.com/subject/5996409/,http://www.imdb.com/title/tt1796652,1088,,
日本,1660,剑风传奇,8.7,2013,洼冈俊之,"剧情,动作,动画,战争",107,日本,6986,7051375,https://movie.douban.com/subject/7051375/,http://www.imdb.com/title/tt2358913,2675,,
日本,1661,横道世之介,8.7,2013,冲田修一,"剧情,爱情",160,日本,50974,10484041,https://movie.douban.com/subject/10484041/,http://www.imdb.com/title/tt2151915,763,,
日本,1662,最游记外传OVA特別篇：香花之章,8.7,2013,葛谷直行,,,日本,365,21247878,https://movie.douban.com/subject/21247878/,,20378,,
美国,1663,寻找薇薇安·迈尔,8.7,2013,约翰·马卢夫,"悬疑,纪录片,传记",83,美国,9073,21356379,https://movie.douban.com/subject/21356379/,http://www.imdb.com/title/tt2714900,1243,,
英国,1664,博士之日,8.7,2013,尼克·赫伦,科幻,75,英国,4910,23338330,https://movie.douban.com/subject/23338330/,http://www.imdb.com/title/tt2779318,16051,,
美国,1665,佐杜洛夫斯基的沙丘,8.7,2013,弗兰克·帕维奇,"科幻,纪录片",90,美国 / 法国,3472,24312655,https://movie.douban.com/subject/24312655/,http://www.imdb.com/title/tt1935156,1840,,
美国,1666,煎蛋饼,8.7,2013,玛德琳·莎拉芬,"动画,短片",,美国,15331,24522640,https://movie.douban.com/subject/24522640/,,12033,,
英国,1667,伦敦地铁史话·150周年纪念,8.7,2013,James House,,60,英国,167,24702660,https://movie.douban.com/subject/24702660/,http://www.imdb.com/title/tt3064760,18489,,
英国,1668,薇薇安·迈尔：谁动了保姆的照片,8.7,2013,Jill Nicholls,纪录片,70,英国,569,24845151,https://movie.douban.com/subject/24845151/,http://www.imdb.com/title/tt2997754,3013,,
日本,1669,梦与狂想的王国,8.7,2013,砂田麻美,纪录片,118,日本,4830,24851523,https://movie.douban.com/subject/24851523/,http://www.imdb.com/title/tt3204392,12297,,
瑞典,1670,打扰伯格曼,8.7,2013,Jane Magnusson,纪录片,107,瑞典,1456,24875641,https://movie.douban.com/subject/24875641/,http://www.imdb.com/title/tt3103454,3968,,
美国,1671,蒂姆的维米尔,8.7,2013,Teller,纪录片,80,美国,675,24878174,https://movie.douban.com/subject/24878174/,http://www.imdb.com/title/tt3089388,12731,,
巴西,1672,男孩与世界,8.7,2013,阿莱·阿布鲁,"剧情,动画",80,巴西,8612,25741398,https://movie.douban.com/subject/25741398/,http://www.imdb.com/title/tt3183630,7436,,1
英国,1673,完美公路之旅,8.7,2013,Phil Churchward,纪录片,85,英国,397,25764328,https://movie.douban.com/subject/25764328/,http://www.imdb.com/title/tt3258142,4345,,
英国,1674,神奇兵营42：圣诞特别篇,8.7,2013,Iain B. MacDonald,喜剧,30,英国,115,25814912,https://movie.douban.com/subject/25814912/,,14286,,
英国,1675,下一球成名,8.7,2013,Mike Brett,"纪录片,运动",90,英国 / 美属萨摩亚 American Samoa / 新喀里多尼亚 New Caledonia,332,25822695,https://movie.douban.com/subject/25822695/,http://www.imdb.com/title/tt2446600,4767,,
英国,1676,蠢蠢的死法,8.7,2013,Simon Jago,"动画,短片,音乐",,英国 / 澳大利亚,1573,25919367,https://movie.douban.com/subject/25919367/,http://www.imdb.com/title/tt2789500,20028,,
美国,1677,贾斯汀·汀布莱克：西服与领带,8.7,2013,大卫·芬奇,"音乐,歌舞",5,美国,362,26290428,https://movie.douban.com/subject/26290428/,http://www.imdb.com/title/tt3391114,16051,,
美国,1678,逐冰之旅,8.7,2012,杰夫·奥洛威斯基,纪录片,75,美国,2047,5158101,https://movie.douban.com/subject/5158101/,http://www.imdb.com/title/tt1579361,1308,,
日本,1679,日本列岛,8.7,2012,出田恵三,纪录片,95,日本,2060,6791675,https://movie.douban.com/subject/6791675/,http://www.imdb.com/title/tt2056662,4129,,
美国,1680,玛瑞娜·阿布拉莫维奇：艺术家在场,8.7,2012,马修·艾克斯,"纪录片,传记",106,美国,6390,7015732,https://movie.douban.com/subject/7015732/,http://www.imdb.com/title/tt2073029,2819,,
日本,1681,剧场版魔法少女小圆,8.7,2012,新房昭之,动画,131,日本,2494,10174444,https://movie.douban.com/subject/10174444/,http://www.imdb.com/title/tt2205948,6637,,
中国大陆,1682,成长的秘密之小学时代,8.7,2012,张同道,纪录片,30,中国大陆,34,10784997,https://movie.douban.com/subject/10784997/,,15009,,
新西兰,1683,时间的风景,8.7,2012,汤姆·劳,纪录片,52,新西兰,11650,10793719,https://movie.douban.com/subject/10793719/,http://www.imdb.com/title/tt2297031,508,,
法国,1684,喜马拉雅大淘金,8.7,2012,埃里克·瓦力,纪录片,52,法国 / 中国大陆,336,11610684,https://movie.douban.com/subject/11610684/,http://www.imdb.com/title/tt2713520,21331,,
台湾,1685,拔一条河,8.7,2012,杨力州 ,纪录片,100,台湾,273,19971620,https://movie.douban.com/subject/19971620/,,9945,,
美国,1686,Gregory,8.7,2012,Ben Shapiro,纪录片,77,美国,38,19976037,https://movie.douban.com/subject/19976037/,http://www.imdb.com/title/tt2281267,13335,,
法国,1687,海洋星球,8.7,2012,扬·阿尔蒂斯-贝特朗,纪录片,94,法国,1181,20000085,https://movie.douban.com/subject/20000085/,http://www.imdb.com/title/tt2240784,2699,,
日本,1688,圣哥传,8.7,2012,高雄統子,"剧情,动画",26,日本,2878,20395292,https://movie.douban.com/subject/20395292/,,7321,,
美国,1689,碟碟相传,8.7,2012,Joseph Levy,纪录片,,美国,262,25729788,https://movie.douban.com/subject/25729788/,http://www.imdb.com/title/tt2014351,15592,,
美国,1690,隐蔽之美：孕育地球的爱的故事,8.7,2011,Louie Schwartzberg,纪录片,77,美国 / 法国,98,3054154,https://movie.douban.com/subject/3054154/,http://www.imdb.com/title/tt1222816,22176,,
英国,1691,BBC,8.7,2011,Ian Gray,纪录片,60,英国,96,3068571,https://movie.douban.com/subject/3068571/,http://www.imdb.com/title/tt2496528,7914,,
美国,1692,失乐园3：炼狱,8.7,2011,Joe Berlinger,纪录片,121,美国,98,3236412,https://movie.douban.com/subject/3236412/,http://www.imdb.com/title/tt2028530,13344,,
德国,1693,皮娜,8.7,2011,维姆·文德斯,"纪录片,歌舞",106,德国 / 法国 / 英国,10017,3742993,https://movie.douban.com/subject/3742993/,http://www.imdb.com/title/tt1440266,1452,,
日本,1694,奇迹,8.7,2011,是枝裕和,"剧情,家庭",128,日本,20092,4832288,https://movie.douban.com/subject/4832288/,http://www.imdb.com/title/tt1650453,785,,
美国,1695,科曼的世界,8.7,2011,Alex Stapleton,纪录片,,美国,64,5186049,https://movie.douban.com/subject/5186049/,http://www.imdb.com/title/tt1185371,5464,,
日本,1696,世界第一初恋：小野寺律的场合,8.7,2011,今千秋,动画,24,日本,7559,5384550,https://movie.douban.com/subject/5384550/,,7981,,
日本,1697,再见我们的幼儿园,8.7,2011,水田伸生,剧情,105,日本,90751,5960606,https://movie.douban.com/subject/5960606/,http://www.imdb.com/title/tt1831754,255,,
日本,1698,3年B班金八老师,8.7,2011,生野慈朗,剧情,,日本,153,5964766,https://movie.douban.com/subject/5964766/,http://www.imdb.com/title/tt1824144,22432,,
日本,1699,无头骑士异闻录：天下泰平,8.7,2011,大森贵弘,动画,24,日本,3746,5992987,https://movie.douban.com/subject/5992987/,http://www.imdb.com/title/tt2025914,5951,,
美国,1700,辛普森一家：玛姬染发记,8.7,2011,Bob Anderson,"喜剧,动画,家庭",22,美国,111,6008956,https://movie.douban.com/subject/6008956/,http://www.imdb.com/title/tt1628652,14181,,
日本,1701,紧急报告：东北关东大地震,8.7,2011,NHK,纪录片,120,日本,237,6030776,https://movie.douban.com/subject/6030776/,,10284,,
法国,1702,曾几何时...发条橙,8.7,2011,Antoine de Gaudemar,纪录片,52,法国,331,6225090,https://movie.douban.com/subject/6225090/,http://www.imdb.com/title/tt1922624,12812,,
美国,1703,极速,8.7,2011,Mark Neale,"纪录片,运动",,美国,162,6386986,https://movie.douban.com/subject/6386986/,http://www.imdb.com/title/tt1721677,3003,,
台湾,1704,赛德克·巴莱(下)：彩虹桥,8.7,2011,魏德圣,"剧情,历史,战争",132,台湾,46033,6393127,https://movie.douban.com/subject/6393127/,http://www.imdb.com/title/tt4164468,1053,,
美国,1705,戴安娜·弗里兰:眼睛要旅行,8.7,2011,Lisa Immordino Vreeland,"纪录片,传记",92,美国,1336,6801434,https://movie.douban.com/subject/6801434/,http://www.imdb.com/title/tt2053352,2817,,
美国,1706,飞翔的艺术,8.7,2011,Curt Morgan,纪录片,80,美国,3461,6873875,https://movie.douban.com/subject/6873875/,http://www.imdb.com/title/tt1646967,924,,
日本,1707,放浪男孩OVA,8.7,2011,青木荣,动画,,日本,191,6900096,https://movie.douban.com/subject/6900096/,,10323,,
法国,1708,非凡旅程,8.7,2011,塞尔日·布朗伯格,纪录片,80,法国,458,6971294,https://movie.douban.com/subject/6971294/,http://www.imdb.com/title/tt2134092,13666,,
日本,1709,命运之夜原型,8.7,2011,岸诚二,剧情,12,日本,2196,10428479,https://movie.douban.com/subject/10428479/,,3832,,
加拿大,1710,全力以赴,8.7,2011,Dave Mossop,"纪录片,运动",76,加拿大 Canada,145,10438140,https://movie.douban.com/subject/10438140/,http://www.imdb.com/title/tt2137267,7733,,
美国,1711,拯救容颜,8.7,2011,Daniel Junge,"剧情,纪录片,短片",40,美国 / 巴基斯坦,190,10460165,https://movie.douban.com/subject/10460165/,http://www.imdb.com/title/tt2140371,16073,,
法国,1712,魔术师,8.7,2010,西维亚·乔迈,"剧情,动画",80,法国 / 英国,47832,1921583,https://movie.douban.com/subject/1921583/,http://www.imdb.com/title/tt0775489,506,,
巴西,1713,垃圾场,8.7,2010,露西·沃克,纪录片,99,巴西 / 英国,578,3166593,https://movie.douban.com/subject/3166593/,http://www.imdb.com/title/tt1268204,7806,,
日本,1714,交响情人梦,8.7,2010,武内英樹,剧情,123,日本,29040,3335464,https://movie.douban.com/subject/3335464/,http://www.imdb.com/title/tt1337673,3736,,
美国,1715,炉香赞佛,8.7,2010,David Grubin,纪录片,129,美国,1049,3882469,https://movie.douban.com/subject/3882469/,http://www.imdb.com/title/tt1478841,13097,,
美国,1716,最狂野的梦想：征服珠峰,8.7,2010,Anthony Geffen,传记,94,美国,2067,4036518,https://movie.douban.com/subject/4036518/,http://www.imdb.com/title/tt1509276,3981,,
美国,1717,光彩夺目的孩子,8.7,2010,Tamra Davis,纪录片,,美国,83,4270539,https://movie.douban.com/subject/4270539/,http://www.imdb.com/title/tt1568335,13983,,
巴西,1718,精英部队2：大敌当前,8.7,2010,若泽·帕迪里亚,"剧情,动作,惊悚,犯罪",115,巴西,44291,4304402,https://movie.douban.com/subject/4304402/,http://www.imdb.com/title/tt1555149,274,,
西班牙,1719,弗拉门戈，弗拉门戈,8.7,2010,卡洛斯·绍拉,"纪录片,音乐",96,西班牙,507,4719416,https://movie.douban.com/subject/4719416/,http://www.imdb.com/title/tt1550481,11495,,
英国,1720,奇异而精彩的早期电影世界,8.7,2010,保罗·默顿,纪录片,58,英国,85,4739937,https://movie.douban.com/subject/4739937/,http://www.imdb.com/title/tt1632585,5057,,
日本,1721,海贼王特别篇：强者世界前传,8.7,2010,伊藤尚往,动画,19,日本,5529,4837828,https://movie.douban.com/subject/4837828/,,8147,,
美国,1722,监守自盗,8.7,2010,查尔斯·弗格森,"纪录片,犯罪",120,美国,25189,4843480,https://movie.douban.com/subject/4843480/,http://www.imdb.com/title/tt1645089,459,,
英国,1723,这不是弥赛亚,8.7,2010,Aubrey Powell,"剧情,喜剧,音乐",92,英国,390,4876176,https://movie.douban.com/subject/4876176/,http://www.imdb.com/title/tt1616543,4508,,
中国大陆,1724,小胖妞,8.7,2010,何伟锋,"动作,爱情,动画,短片",,中国大陆,36284,4888039,https://movie.douban.com/subject/4888039/,,5118,,
法国,1725,无尽,8.7,2010,Marie Opron,"动画,短片",,法国,5355,4930406,https://movie.douban.com/subject/4930406/,,7079,,
冰岛,1726,销声,8.7,2010,迪恩·德布洛斯,音乐,45,冰岛 / 英国,124,5151230,https://movie.douban.com/subject/5151230/,http://www.imdb.com/title/tt1664651,9219,,
英国,1727,您的建筑重几何，福斯特先生？,8.7,2010,Carlos Carcas,"纪录片,传记",78,英国 / 西班牙 / 德国 / 美国 / 瑞士 / 法国 / 中国大陆 / 香港,337,5154555,https://movie.douban.com/subject/5154555/,http://www.imdb.com/title/tt1620785,8661,,
美国,1728,路易·C.K.：老招笑了,8.7,2010,路易·C·K,喜剧,,美国,611,5170652,https://movie.douban.com/subject/5170652/,http://www.imdb.com/title/tt1421373,16540,,
英国,1729,疯城记：万圣节特辑,8.7,2010,Matt Lipsey,"喜剧,悬疑,恐怖",60,英国,5028,5339081,https://movie.douban.com/subject/5339081/,http://www.imdb.com/title/tt1742968,11783,,
英国,1730,BBC:,8.7,2010,Paul Elston,"纪录片,历史",59,英国,85,5410180,https://movie.douban.com/subject/5410180/,http://www.imdb.com/title/tt1704618,20566,,
