i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop,i15_seen
南斯拉夫,11191,鱼眼,7.6,1980,Jo?ko Maru?i?,"动画,恐怖,短片",10,南斯拉夫,66,1957902,https://movie.douban.com/subject/1957902/,http://www.imdb.com/title/tt0262732,15250,,
瑞典,11192,孩之岛,7.6,1980,Kay Pollak,"剧情,家庭",109,瑞典,55,3713714,https://movie.douban.com/subject/3713714/,http://www.imdb.com/title/tt0080419,6147,,
法国,11193,冷餐,7.6,1979,贝特朗·布里叶,"喜剧,犯罪",89,法国,316,1298526,https://movie.douban.com/subject/1298526/,http://www.imdb.com/title/tt0078913,21791,,
英国,11194,难补情天恨,7.6,1979,迈克尔·艾普特,"剧情,悬疑,惊悚",105,英国,43,1301424,https://movie.douban.com/subject/1301424/,http://www.imdb.com/title/tt0078736,22842,,
香港,11195,豪侠,7.6,1979,吴宇森,"剧情,动作,武侠,古装",106,香港,478,1302738,https://movie.douban.com/subject/1302738/,http://www.imdb.com/title/tt0077655,4357,,
中国大陆,11196,阿凡提,7.6,1979,肖朗,剧情,96,中国大陆,1577,1304513,https://movie.douban.com/subject/1304513/,http://www.imdb.com/title/tt0333058,21239,,
台湾,11197,小城故事,7.6,1979,李行,"剧情,爱情",94,台湾,853,1306889,https://movie.douban.com/subject/1306889/,http://www.imdb.com/title/tt0314907,23926,,
美国,11198,芦笋,7.6,1979,苏珊·皮特,"动画,短片,奇幻",18,美国,1263,1861162,https://movie.douban.com/subject/1861162/,http://www.imdb.com/title/tt0140821,22968,,
香港,11199,疯猴,7.6,1979,刘家良,动作,116,香港,567,1961959,https://movie.douban.com/subject/1961959/,http://www.imdb.com/title/tt0079147,4370,,
意大利,11200,管弦乐队的彩排,7.6,1978,费德里科·费里尼,"剧情,音乐",70,意大利 / 西德,301,1294951,https://movie.douban.com/subject/1294951/,http://www.imdb.com/title/tt0079759,3312,,
美国,11201,蓝领阶级,7.6,1978,保罗·施拉德,"剧情,犯罪",114,美国,66,1297577,https://movie.douban.com/subject/1297577/,http://www.imdb.com/title/tt0077248,16216,,
香港,11202,死亡游戏,7.6,1978,罗伯特·高洛斯,"剧情,动作,惊悚,犯罪",85,香港 / 美国,5577,1308456,https://movie.douban.com/subject/1308456/,http://www.imdb.com/title/tt0077594,1917,,
香港,11203,少林三十六房,7.6,1978,刘家良,"剧情,动作,冒险,武侠,古装",115,香港,3060,1390006,https://movie.douban.com/subject/1390006/,http://www.imdb.com/title/tt0078243,6417,,
香港,11204,中华丈夫,7.6,1978,刘家良,"剧情,动作,武侠,古装",100,香港,866,1477440,https://movie.douban.com/subject/1477440/,http://www.imdb.com/title/tt0080172,6404,,
法国,11205,我们一起游荡在夜的黑暗中，然后被烈火吞噬,7.6,1978,居伊·德波,纪录片,100,法国,62,1758475,https://movie.douban.com/subject/1758475/,http://www.imdb.com/title/tt0240610,2834,,
美国,11206,唐氏症患者,7.6,1978,Bruce Conner,"短片,音乐",,美国,36,1866829,https://movie.douban.com/subject/1866829/,http://www.imdb.com/title/tt0130871,14228,,
中国大陆,11207,象不象？,7.6,1978,唐澄,"动画,短片,儿童",10,中国大陆,535,2997413,https://movie.douban.com/subject/2997413/,,22357,,
法国,11208,欢喜大逃亡,7.6,1978,杰拉尔·乌里,喜剧,100,法国,124,3659117,https://movie.douban.com/subject/3659117/,http://www.imdb.com/title/tt0077295,11610,,
法国,11209,罗莎夫人,7.6,1977,莫什·米扎西,剧情,105,法国,161,1303070,https://movie.douban.com/subject/1303070/,http://www.imdb.com/title/tt0076348,5052,,
香港,11210,楚留香,7.6,1977,楚原,"动作,武侠,古装",94,香港,1807,1307115,https://movie.douban.com/subject/1307115/,http://www.imdb.com/title/tt0075833,2918,,
加拿大,11211,串珠游戏,7.6,1977,伊休·帕提尔,"动画,短片",,加拿大,568,1749019,https://movie.douban.com/subject/1749019/,http://www.imdb.com/title/tt0075732,4950,,
美国,11212,变形记,7.6,1977,卡洛琳·丽芙,"动画,短片",10,美国 / 加拿大,1696,1758351,https://movie.douban.com/subject/1758351/,http://www.imdb.com/title/tt0076389,20076,,
Czechoslovakia,11213,玫瑰色的梦,7.6,1977,杜桑·哈那克,喜剧,81,Czechoslovakia,181,2160064,https://movie.douban.com/subject/2160064/,http://www.imdb.com/title/tt0167382,12456,,
法国,11214,爱丽丝最后的逃离,7.6,1977,克洛德·夏布洛尔,"剧情,悬疑,恐怖",93,法国,178,3011764,https://movie.douban.com/subject/3011764/,http://www.imdb.com/title/tt0074114,16482,,
苏联,11215,米米诺,7.6,1977,格奥尔基·达涅利亚,喜剧,91,苏联,122,3274648,https://movie.douban.com/subject/3274648/,http://www.imdb.com/title/tt0076391,12567,,
日本,11216,歌磨,7.6,1977,实相寺昭雄,传记,140,日本,37,3538002,https://movie.douban.com/subject/3538002/,http://www.imdb.com/title/tt0076864,23030,,
香港,11217,流星蝴蝶剑,7.6,1976,楚原,"剧情,动作,武侠,古装",91,香港,1366,1301180,https://movie.douban.com/subject/1301180/,http://www.imdb.com/title/tt0074745,3469,,
美国,11218,出头人,7.6,1976,马丁·里特,"剧情,喜剧",95,美国,560,1388215,https://movie.douban.com/subject/1388215/,http://www.imdb.com/title/tt0074554,24192,,
法国,11219,行走的最佳方式,7.6,1976,克劳德·米勒,剧情,82,法国,218,1416950,https://movie.douban.com/subject/1416950/,http://www.imdb.com/title/tt0074888,21721,,
保加利亚,11220,海的女儿,7.6,1976,Vladimir Bychkov,"爱情,歌舞,家庭,奇幻",84,保加利亚 / 苏联,958,1856886,https://movie.douban.com/subject/1856886/,http://www.imdb.com/title/tt0160801,23769,,
捷克斯洛伐克,11221,大师哈努斯,7.6,1976,伽里克·塞克,"动画,短片",13,捷克斯洛伐克,159,1935793,https://movie.douban.com/subject/1935793/,http://www.imdb.com/title/tt4411800,4721,,
原西德,11222,肉体的代价,7.6,1975,沃尔克·施隆多夫,剧情,100,原西德,464,1292865,https://movie.douban.com/subject/1292865/,http://www.imdb.com/title/tt0073858,6889,,
意大利,11223,七美人,7.6,1975,里娜·韦特缪勒,"剧情,历史,战争,犯罪",116,意大利,258,1292985,https://movie.douban.com/subject/1292985/,http://www.imdb.com/title/tt0075040,9433,,
加拿大,11224,幻象,7.6,1975,弗雷德里克·贝克,"动画,短片",,加拿大,525,1466592,https://movie.douban.com/subject/1466592/,http://www.imdb.com/title/tt0306995,7070,,
波兰,11225,履历,7.6,1975,克日什托夫·基耶斯洛夫斯基,"剧情,短片",46,波兰,120,1795572,https://movie.douban.com/subject/1795572/,http://www.imdb.com/title/tt0073940,14699,,
英国,11226,被时间遗忘的土地,7.6,1975,凯文·康纳 Kevin Connor,"剧情,科幻,惊悚,冒险",90,英国 / 美国,748,1796752,https://movie.douban.com/subject/1796752/,http://www.imdb.com/title/tt0073260,6081,,
巴基斯坦,11227,永恒的爱情,7.6,1975,萨·凯伦维,"剧情,爱情",132,巴基斯坦,124,2173223,https://movie.douban.com/subject/2173223/,,12715,,
韩国,11228,去森浦的路,7.6,1975,李晚熙,剧情,95,韩国,158,4088915,https://movie.douban.com/subject/4088915/,http://www.imdb.com/title/tt0307406,10192,,
美国,11229,暗杀十三招,7.6,1974,艾伦·J·帕库拉,"剧情,悬疑",102,美国,675,1293261,https://movie.douban.com/subject/1293261/,http://www.imdb.com/title/tt0071970,15618,,
意大利,11230,疯狗,7.6,1974,马里奥·巴瓦,"惊悚,犯罪",96,意大利,242,1293693,https://movie.douban.com/subject/1293693/,http://www.imdb.com/title/tt0071275,10004,,
美国,11231,火烧摩天楼,7.6,1974,约翰·吉勒明,"动作,惊悚,灾难",165,美国,1521,1298056,https://movie.douban.com/subject/1298056/,http://www.imdb.com/title/tt0072308,24142,,
苏联,11232,鹭与鹤,7.6,1974,尤里·诺尔施泰因,"动画,短片",10,苏联,565,1448734,https://movie.douban.com/subject/1448734/,http://www.imdb.com/title/tt0071608,7513,,
苏联,11233,敌我难辨,7.6,1974,尼基塔·米哈尔科夫,动作,97,苏联,66,1790295,https://movie.douban.com/subject/1790295/,http://www.imdb.com/title/tt0072231,21982,,
法国,11234,热恋人鱼的男子,7.6,1974,让-弗朗索瓦·拉吉奥,"动画,短片",12,法国,752,1925948,https://movie.douban.com/subject/1925948/,http://www.imdb.com/title/tt1890509,10050,,
法国,11235,游行,7.6,1974,雅克·塔蒂,剧情,84,法国,348,2007353,https://movie.douban.com/subject/2007353/,http://www.imdb.com/title/tt0071968,1904,,
美国,11236,一首诗就是一个裸体的人,7.6,1974,莱斯·布兰克,纪录片,90,美国,46,26301718,https://movie.douban.com/subject/26301718/,http://www.imdb.com/title/tt0424359,4832,,
美国,11237,穷街陋巷,7.6,1973,马丁·斯科塞斯,"剧情,犯罪",112,美国,4753,1293511,https://movie.douban.com/subject/1293511/,http://www.imdb.com/title/tt0070379,2042,,
美国,11238,驱魔人,7.6,1973,威廉·弗莱德金,恐怖,122,美国,32141,1293755,https://movie.douban.com/subject/1293755/,http://www.imdb.com/title/tt0070047,1715,,
波兰,11239,灵性之光,7.6,1973,克日什托夫·扎努西,剧情,87,波兰,296,1296507,https://movie.douban.com/subject/1296507/,http://www.imdb.com/title/tt0070217,15024,,
日本,11240,戒严令,7.6,1973,吉田喜重,"剧情,动作,传记,犯罪",110,日本,114,1308386,https://movie.douban.com/subject/1308386/,http://www.imdb.com/title/tt0070260,4240,,
法国,11241,私人收藏,7.6,1973,Walerian Borowczyk,"纪录片,短片",,法国,101,1805301,https://movie.douban.com/subject/1805301/,http://www.imdb.com/title/tt0070858,21243,,
法国,11242,推上断头台,7.6,1973,乔斯·乔凡尼,"剧情,犯罪",100,法国 / 意大利,95,1869208,https://movie.douban.com/subject/1869208/,http://www.imdb.com/title/tt0069967,22033,,
英国,11243,恐惧之巅,7.6,1973,罗伊·沃德·贝克,"悬疑,恐怖",83,英国 / 美国,163,3237479,https://movie.douban.com/subject/3237479/,http://www.imdb.com/title/tt0070868,24955,,
美国,11244,爱的大追踪,7.6,1972,彼得·博格丹诺维奇,"喜剧,爱情,音乐",94,美国,200,1303424,https://movie.douban.com/subject/1303424/,http://www.imdb.com/title/tt0069495,15099,,
日本,11245,忍川之恋,7.6,1972,熊井启,剧情,121,日本,161,1308434,https://movie.douban.com/subject/1308434/,http://www.imdb.com/title/tt0069260,16508,,
波兰,11246,魔鬼,7.6,1972,安德烈·祖拉斯基,"剧情,恐怖",119,波兰,234,2237300,https://movie.douban.com/subject/2237300/,http://www.imdb.com/title/tt0095012,8138,,
英国,11247,稻草狗,7.6,1971,萨姆·佩金帕,"剧情,惊悚",118,英国 / 美国,6536,1293028,https://movie.douban.com/subject/1293028/,http://www.imdb.com/title/tt0067800,3623,,
美国,11248,肮脏的哈里,7.6,1971,唐·希格尔,"动作,惊悚,犯罪",102,美国,2605,1293045,https://movie.douban.com/subject/1293045/,http://www.imdb.com/title/tt0066999,3559,,
美国,11249,柳巷芳草,7.6,1971,艾伦·J·帕库拉,"爱情,悬疑,惊悚",114,美国,620,1293480,https://movie.douban.com/subject/1293480/,http://www.imdb.com/title/tt0067309,14537,,
美国,11250,往事如烟,7.6,1971,罗伯特·马利根,剧情,103,美国,340,1294177,https://movie.douban.com/subject/1294177/,http://www.imdb.com/title/tt0067803,19289,,
英国,11251,英宫恨,7.6,1971,查尔斯·加洛特,"剧情,历史",128,英国,123,1296075,https://movie.douban.com/subject/1296075/,http://www.imdb.com/title/tt0067402,7149,,
美国,11252,逃家,7.6,1971,米洛斯·福尔曼,"剧情,喜剧,音乐",93,美国,292,1300507,https://movie.douban.com/subject/1300507/,http://www.imdb.com/title/tt0067820,8437,,
香港,11253,唐山大兄,7.6,1971,罗维,"剧情,动作,惊悚,犯罪",100,香港,9453,1307577,https://movie.douban.com/subject/1307577/,http://www.imdb.com/title/tt0067824,1486,,
苏联,11254,克尔热涅茨河畔血战,7.6,1971,伊万·伊万诺夫-瓦诺,"动画,短片,战争",10,苏联,186,1448737,https://movie.douban.com/subject/1448737/,http://www.imdb.com/title/tt0066813,5583,,
西德,11255,有机体的秘密,7.6,1971,杜尚·马卡维耶夫,"剧情,喜剧,奇幻",84,西德 / 南斯拉夫,989,1845260,https://movie.douban.com/subject/1845260/,http://www.imdb.com/title/tt0067958,8387,,
美国,11256,双车道柏油路,7.6,1971,蒙特·赫尔曼,剧情,102,美国,396,1868546,https://movie.douban.com/subject/1868546/,http://www.imdb.com/title/tt0067893,11186,,
日本,11257,沉默,7.6,1971,筱田正浩,"剧情,历史",129,日本,385,1958039,https://movie.douban.com/subject/1958039/,http://www.imdb.com/title/tt0067755,10466,,
法国,11258,交通意外,7.6,1971,雅克·塔蒂,喜剧,96,法国 / 意大利,810,2007345,https://movie.douban.com/subject/2007345/,http://www.imdb.com/title/tt0069400,1937,,
苏联,11259,幸运先生,7.6,1971,Aleksandr Seryj,"剧情,喜剧,悬疑,犯罪",88,苏联,124,3334390,https://movie.douban.com/subject/3334390/,http://www.imdb.com/title/tt0068519,4879,,
希腊,11260,重建,7.6,1970,西奥·安哲罗普洛斯,"剧情,犯罪",100,希腊,858,1293127,https://movie.douban.com/subject/1293127/,http://www.imdb.com/title/tt0065396,7164,,
西德,11261,R先生为什么疯狂地杀人?,7.6,1970,Michael Fengler,剧情,88,西德,334,1296475,https://movie.douban.com/subject/1296475/,http://www.imdb.com/title/tt0066546,11970,,
美国,11262,空中怪客,7.6,1970,罗伯特·奥特曼,"喜剧,奇幻",105,美国,42,1297095,https://movie.douban.com/subject/1297095/,http://www.imdb.com/title/tt0065492,2578,,
瑞典,11263,瑞典爱情故事,7.6,1970,罗伊·安德森,"剧情,爱情",115,瑞典,1273,1463934,https://movie.douban.com/subject/1463934/,http://www.imdb.com/title/tt0065955,19055,,
日本,11264,克娄巴特拉计划,7.6,1970,手塚治虫,"剧情,喜剧,爱情,科幻,动画,历史",112,日本,658,1481108,https://movie.douban.com/subject/1481108/,http://www.imdb.com/title/tt0065588,20464,,
Czechoslovakia,11265,唐璜,7.6,1970,杨·史云梅耶,"动画,短片",30,Czechoslovakia,275,1524497,https://movie.douban.com/subject/1524497/,http://www.imdb.com/title/tt0065654,12992,,
美国,11266,狄俄尼索斯在69年,7.6,1970,布莱恩·德·帕尔玛,剧情,85,美国,71,1949912,https://movie.douban.com/subject/1949912/,http://www.imdb.com/title/tt0065641,10783,,
日本,11267,军阀,7.6,1970,堀川弘通,历史,125,日本,319,2159487,https://movie.douban.com/subject/2159487/,http://www.imdb.com/title/tt0065767,2729,,
美国,11268,老公出差,7.6,1970,阿瑟·希勒,喜剧,98,美国,49,3660236,https://movie.douban.com/subject/3660236/,http://www.imdb.com/title/tt0066193,6923,,
英国,11269,柏林之马,7.6,1970,Malcolm le Grice,短片,,英国,68,6835314,https://movie.douban.com/subject/6835314/,http://www.imdb.com/title/tt2416464,22429,,
法国,11270,爱情与愤怒,7.6,1969,马可·贝罗奇奥,剧情,102,法国 / 意大利,219,1298422,https://movie.douban.com/subject/1298422/,http://www.imdb.com/title/tt0064019,8356,,
日本,11271,新选组,7.6,1969,泽岛忠,"剧情,动作,历史,冒险",122,日本,130,1303863,https://movie.douban.com/subject/1303863/,http://www.imdb.com/title/tt0066372,3895,,
Czechoslovakia,11272,葬礼,7.6,1969,Zdenek Sirov?,,70,Czechoslovakia,93,1960263,https://movie.douban.com/subject/1960263/,http://www.imdb.com/title/tt0065004,13543,,
苏联,11273,贵族之家,7.6,1969,安德烈·康查洛夫斯基,爱情,111,苏联,173,2157364,https://movie.douban.com/subject/2157364/,http://www.imdb.com/title/tt0064268,8687,,
美国,11274,布利特,7.6,1968,彼得·叶茨,"动作,悬疑,犯罪",114,美国,1025,1293192,https://movie.douban.com/subject/1293192/,http://www.imdb.com/title/tt0062765,2229,,
美国,11275,浮生录,7.6,1968,弗兰克·佩里,剧情,95,美国,163,1294767,https://movie.douban.com/subject/1294767/,http://www.imdb.com/title/tt0063663,8102,,
英国,11276,一加一,7.6,1968,让-吕克·戈达尔,"纪录片,音乐",100,英国,116,1298862,https://movie.douban.com/subject/1298862/,http://www.imdb.com/title/tt0063665,4618,,
美国,11277,制片人,7.6,1968,梅尔·布鲁克斯,喜剧,88,美国,387,1303293,https://movie.douban.com/subject/1303293/,http://www.imdb.com/title/tt0063462,2973,,
法国,11278,警察结婚记,7.6,1968,Jean Girault,喜剧,92,法国 / 意大利,986,1303831,https://movie.douban.com/subject/1303831/,http://www.imdb.com/title/tt0063005,2880,,
法国,11279,赤裸童年,7.6,1968,莫里斯·皮亚拉,剧情,83,法国,752,1427865,https://movie.douban.com/subject/1427865/,http://www.imdb.com/title/tt0065695,6596,,
比利时,11280,我的城市,7.6,1968,尚塔尔·阿克曼,短片,13,比利时,225,3565920,https://movie.douban.com/subject/3565920/,http://www.imdb.com/title/tt0063551,24714,,
美国,11281,禁房情变,7.6,1967,约翰·休斯顿,"剧情,惊悚",108,美国,242,1293959,https://movie.douban.com/subject/1293959/,http://www.imdb.com/title/tt0062185,5560,,
意大利,11282,七段情,7.6,1967,维托里奥·德·西卡,"剧情,喜剧",100,意大利 / 美国 / 法国,130,1299653,https://movie.douban.com/subject/1299653/,http://www.imdb.com/title/tt0062502,2217,,
苏联,11283,哈可布·赫夫那坦杨,7.6,1967,谢尔盖·帕拉杰诺夫,"纪录片,短片",10,苏联,288,1450058,https://movie.douban.com/subject/1450058/,http://www.imdb.com/title/tt0173624,21290,,
意大利,11284,罐头人生,7.6,1967,Bruno Bozzetto,"动画,短片,传记",6,意大利,1488,1870587,https://movie.douban.com/subject/1870587/,http://www.imdb.com/title/tt0376964,5692,,
捷克斯洛伐克,11285,浪漫的军号,7.6,1967,Otakar Vávra,剧情,86,捷克斯洛伐克,109,2227856,https://movie.douban.com/subject/2227856/,http://www.imdb.com/title/tt0060910,11161,,
波兰,11286,牢笼,7.6,1967,米罗斯洛·齐泽瓦滋,"动画,短片",,波兰,80,2264650,https://movie.douban.com/subject/2264650/,http://www.imdb.com/title/tt0475636,15786,,
苏联,11287,开始,7.6,1967,Artavazd Peleshian,"纪录片,短片",10,苏联,74,3158864,https://movie.douban.com/subject/3158864/,http://www.imdb.com/title/tt0298462,11426,,
法国,11288,战争终了,7.6,1966,阿伦·雷乃,"剧情,战争",121,法国 / 瑞典,165,1293015,https://movie.douban.com/subject/1293015/,http://www.imdb.com/title/tt0060481,7759,,
英国,11289,华氏451度,7.6,1966,弗朗索瓦·特吕弗,"剧情,科幻,惊悚",112,英国,1349,1293885,https://movie.douban.com/subject/1293885/,http://www.imdb.com/title/tt0060390,2209,,
捷克斯洛伐克,11290,一个都不能走,7.6,1966,杨·涅梅茨,剧情,71,捷克斯洛伐克,411,1306846,https://movie.douban.com/subject/1306846/,http://www.imdb.com/title/tt0063371,5341,,
日本,11291,暴力挽歌,7.6,1966,铃木清顺,"剧情,喜剧,动作",86,日本,566,1401859,https://movie.douban.com/subject/1401859/,http://www.imdb.com/title/tt0060586,10325,,
Czechoslovakia,11292,雪人,7.6,1966,Hermína T?rlová,短片,,Czechoslovakia,134,1459457,https://movie.douban.com/subject/1459457/,http://www.imdb.com/title/tt0208451,9841,,
苏联,11293,小职员,7.6,1966,安德烈·赫尔扎诺夫斯基,"动画,短片",,苏联,437,1845344,https://movie.douban.com/subject/1845344/,http://www.imdb.com/title/tt0480487,13912,,
美国,11294,梦露传奇,7.6,1966,Terry Sanders,纪录片,,美国,56,2296915,https://movie.douban.com/subject/2296915/,http://www.imdb.com/title/tt0311432,19846,,
英国,11295,奥赛罗,7.6,1965,John Dexter (II),"剧情,爱情",165,英国,225,1293674,https://movie.douban.com/subject/1293674/,http://www.imdb.com/title/tt0059555,11727,,
意大利,11296,北斗七星,7.6,1965,卢奇诺·维斯康蒂,"剧情,悬疑,战争",105,意大利,463,1303547,https://movie.douban.com/subject/1303547/,http://www.imdb.com/title/tt0059856,8932,,
法国,11297,阿尔法城,7.6,1965,让-吕克·戈达尔,"剧情,爱情,科幻,悬疑,惊悚",99,法国 / 意大利,2958,1316524,https://movie.douban.com/subject/1316524/,http://www.imdb.com/title/tt0058898,1708,,
日本,11298,春妇传,7.6,1965,铃木清顺,"剧情,战争",96,日本,439,1429146,https://movie.douban.com/subject/1429146/,http://www.imdb.com/title/tt0059715,8283,,
英国,11299,亲爱的,7.6,1965,约翰·施莱辛格,"剧情,爱情",128,英国,261,1437774,https://movie.douban.com/subject/1437774/,http://www.imdb.com/title/tt0059084,4780,,
香港,11300,西厢记,7.6,1965,岳枫,,109,香港,356,1479767,https://movie.douban.com/subject/1479767/,http://www.imdb.com/title/tt0186708,18520,,
日本,11301,墙中秘事,7.6,1965,若松孝二,,90,日本,144,1485905,https://movie.douban.com/subject/1485905/,http://www.imdb.com/title/tt0059345,10696,,
中国大陆,11302,烈火中永生,7.6,1965,水华,剧情,138,中国大陆,2160,1807966,https://movie.douban.com/subject/1807966/,http://www.imdb.com/title/tt0483922,6661,,
法国,11303,蜗牛,7.6,1965,René Laloux,"动画,短片",10,法国,226,1822324,https://movie.douban.com/subject/1822324/,http://www.imdb.com/title/tt0309566,11777,,
前苏联,11304,基辅壁画,7.6,1965,Sergei Parajanov,"剧情,短片",,前苏联,80,2004545,https://movie.douban.com/subject/2004545/,http://www.imdb.com/title/tt2137702,15488,,
捷克斯洛伐克,11305,旧货店,7.6,1965,乔拉·赫兹,"喜剧,短片",31,捷克斯洛伐克,122,2057046,https://movie.douban.com/subject/2057046/,http://www.imdb.com/title/tt0171719,9295,,
日本,11306,堅々嶽夫婦庭訓,7.6,1965,橫尾忠則 (Tadanori Yokoo),,,日本,232,2240681,https://movie.douban.com/subject/2240681/,,6037,,
美国,11307,救命！我的雪人在熔化,7.6,1965,Carson Davidson,"喜剧,短片",9,美国,233,3276868,https://movie.douban.com/subject/3276868/,http://www.imdb.com/title/tt0058189,14742,,
法国,11308,柔肤,7.6,1964,弗朗索瓦·特吕弗,"剧情,爱情",113,法国 / 葡萄牙,1089,1297046,https://movie.douban.com/subject/1297046/,http://www.imdb.com/title/tt0058458,6636,,
美国,11309,五月中的七天,7.6,1964,约翰·弗兰克海默,"剧情,爱情,惊悚",118,美国,80,1303295,https://movie.douban.com/subject/1303295/,http://www.imdb.com/title/tt0058576,24517,,
Czechoslovakia,11310,才能竞技,7.6,1964,米洛斯·福尔曼,"纪录片,音乐",77,Czechoslovakia,90,1437666,https://movie.douban.com/subject/1437666/,http://www.imdb.com/title/tt0057230,6534,,
意大利,11311,革命前夕,7.6,1964,贝纳尔多·贝托鲁奇,"剧情,爱情",115,意大利,398,1462409,https://movie.douban.com/subject/1462409/,http://www.imdb.com/title/tt0056371,22445,,
英国,11312,雄霸天下,7.6,1964,彼得·格兰微尔,"剧情,传记,历史",148,英国 / 美国,186,1947729,https://movie.douban.com/subject/1947729/,http://www.imdb.com/title/tt0057877,5957,,
日本,11313,大杀阵,7.6,1964,工藤栄一,"剧情,动作",113,日本,256,2012367,https://movie.douban.com/subject/2012367/,http://www.imdb.com/title/tt0186939,2345,,
波兰,11314,交椅,7.6,1964,丹尼尔·什切胡拉,"动画,短片",,波兰,82,2978052,https://movie.douban.com/subject/2978052/,http://www.imdb.com/title/tt0432856,15412,,
意大利,11315,死神的长发,7.6,1964,Antonio Margheriti,恐怖,100,意大利,41,3250894,https://movie.douban.com/subject/3250894/,http://www.imdb.com/title/tt0058307,15190,,
法国,11316,莫里埃尔,7.6,1963,阿伦·雷乃,剧情,115,法国 / 意大利,646,1293844,https://movie.douban.com/subject/1293844/,http://www.imdb.com/title/tt0057336,6871,,
法国,11317,大小通吃,7.6,1963,亨利·维尼尔,"剧情,爱情,犯罪",118,法国 / 意大利,141,1296683,https://movie.douban.com/subject/1296683/,http://www.imdb.com/title/tt0057344,4794,,
英国,11318,说谎者比利,7.6,1963,约翰·施莱辛格,"剧情,喜剧,爱情",98,英国,338,1427349,https://movie.douban.com/subject/1427349/,http://www.imdb.com/title/tt0056868,12963,,
法国,11319,鼻子,7.6,1963,亚历山大·阿雷克塞耶夫,"动画,短片",11,法国,197,1578641,https://movie.douban.com/subject/1578641/,http://www.imdb.com/title/tt0057361,9188,,
法国,11320,地中海,7.6,1963,Jean-Daniel Pollet,纪录片,,法国,62,1794723,https://movie.douban.com/subject/1794723/,http://www.imdb.com/title/tt0197719,10406,,
日本,11321,新·座头市物语,7.6,1963,田中徳三,"剧情,动作",91,日本,296,3112632,https://movie.douban.com/subject/3112632/,http://www.imdb.com/title/tt0057503,2934,,
美国,11322,春浓满楼情痴狂,7.6,1962,理查德·布鲁克斯,剧情,120,美国,136,1299651,https://movie.douban.com/subject/1299651/,http://www.imdb.com/title/tt0056541,7970,,
美国,11323,大卫与丽莎,7.6,1962,弗兰克·佩里,剧情,95,美国,88,1300781,https://movie.douban.com/subject/1300781/,http://www.imdb.com/title/tt0055892,8867,,
法国,11324,狮子星座,7.6,1962,埃里克·侯麦,剧情,103,法国,710,1385500,https://movie.douban.com/subject/1385500/,http://www.imdb.com/title/tt0053279,14816,,
中国大陆,11325,甲午风云,7.6,1962,林农,"历史,战争",100,中国大陆,4997,1394315,https://movie.douban.com/subject/1394315/,http://www.imdb.com/title/tt0353580,3439,,
捷克斯洛伐克,11326,针头线脑,7.6,1962,赫米娜·齐蒂洛娃,"动画,短片",,捷克斯洛伐克,136,1459453,https://movie.douban.com/subject/1459453/,http://www.imdb.com/title/tt0427195,12180,,
Czechoslovakia,11327,电子头脑老太太,7.6,1962,伊里·特恩卡,"科幻,动画,恐怖,短片",,Czechoslovakia,77,1461358,https://movie.douban.com/subject/1461358/,http://www.imdb.com/title/tt0239543,8032,,
日本,11328,天草四郎时贞,7.6,1962,大岛渚,"剧情,历史,战争",100,日本,44,1820062,https://movie.douban.com/subject/1820062/,http://www.imdb.com/title/tt0055743,12939,,
美国,11329,春江花月夜,7.6,1961,乔舒亚·洛根,"剧情,爱情",134,美国,161,1293775,https://movie.douban.com/subject/1293775/,http://www.imdb.com/title/tt0054866,10641,,
美国,11330,西区故事,7.6,1961,杰罗姆·罗宾斯,"剧情,爱情,歌舞,犯罪",152,美国,4919,1295225,https://movie.douban.com/subject/1295225/,http://www.imdb.com/title/tt0055614,10889,,
英国,11331,纳瓦隆大炮,7.6,1961,J·李·汤普森,"剧情,动作,战争,冒险",158,英国 / 美国,739,1298721,https://movie.douban.com/subject/1298721/,http://www.imdb.com/title/tt0054953,9271,,
日本,11332,饲育,7.6,1961,大岛渚 (Nagisa Oshima),,105,日本,137,1302058,https://movie.douban.com/subject/1302058/,http://www.imdb.com/title/tt0055441,13500,,
英国,11333,惊魂夜魇,7.6,1961,Seth Holt,"悬疑,惊悚,恐怖",81,英国,149,1305872,https://movie.douban.com/subject/1305872/,http://www.imdb.com/title/tt0055505,20316,,
瑞典,11334,魔鬼的眼睛,7.6,1960,英格玛·伯格曼,"剧情,喜剧,奇幻",87,瑞典,285,1297074,https://movie.douban.com/subject/1297074/,http://www.imdb.com/title/tt0053772,14977,,
中国大陆,11335,乔老爷上轿,7.6,1960,刘琼,"剧情,喜剧",68,中国大陆,560,1480544,https://movie.douban.com/subject/1480544/,,8602,,
中国大陆,11336,林海雪原,7.6,1960,刘沛然,"动作,战争",116,中国大陆,1789,1916282,https://movie.douban.com/subject/1916282/,,7724,,
美国,11337,罪魁伏法记,7.6,1959,罗伯特·怀斯,"剧情,惊悚,犯罪,黑色电影",96,美国,77,1295767,https://movie.douban.com/subject/1295767/,http://www.imdb.com/title/tt0053133,11675,,
美国,11338,枕边细语,7.6,1959,迈克·戈登,"喜剧,爱情",102,美国,716,1298006,https://movie.douban.com/subject/1298006/,http://www.imdb.com/title/tt0053172,16251,,
