i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop
香港,33,"告別有情天",7.5,1995,"陈汗","剧情,爱情",100,香港,153,1298698,https://movie.douban.com/subject/1298698/,http://www.imdb.com/title/tt0113143,5241,
英国,34,"简爱",7.4,2011,"凯瑞·福永","剧情,爱情",120,英国,42817,3073073,https://movie.douban.com/subject/3073073/,http://www.imdb.com/title/tt1229822,5242,
美国,35,"迫切的任务",7.1,1999,"克林特·伊斯特伍德","剧情,悬疑,惊悚,犯罪",127,美国,641,1296415,https://movie.douban.com/subject/1296415/,http://www.imdb.com/title/tt0139668,5677,
美国,36,"超级巨星卡朋特",7.6,1988,"托德·海因斯","短片",43,美国,112,1440083,https://movie.douban.com/subject/1440083/,http://www.imdb.com/title/tt0094075,5678,
日本,37,"天地明察",7.2,2012,"泷田洋二郎","剧情,传记,历史",141,日本,1618,5395238,https://movie.douban.com/subject/5395238/,http://www.imdb.com/title/tt1834303,5942,
英国,38,"安娜·卡列尼娜",7.1,2012,"乔·赖特","剧情,爱情",130,英国,47839,6110546,https://movie.douban.com/subject/6110546/,http://www.imdb.com/title/tt1781769,5996,
台湾,39,"幸福牌电冰箱",7.2,2006,"卢弘","",,台湾,147,3003100,https://movie.douban.com/subject/3003100/,,6007,
波兰,40,"华沙谍战",7.0,2014,"瓦迪斯瓦夫·帕西科夫斯基","动作,传记,犯罪",128,波兰,828,23762611,https://movie.douban.com/subject/23762611/,http://www.imdb.com/title/tt2785288,6042,
法国,41,"恋恋红尘",7.7,1999,"迪阿尼·库瑞丝","剧情,爱情,传记",135,法国,753,1301682,https://movie.douban.com/subject/1301682/,http://www.imdb.com/title/tt0177746,6129,
英国,42,"高俅斯和鹈鹕公社",7.1,2012,"彼得·格林纳威","传记,历史",123,英国 / 荷兰 / 法国 / 克罗地亚,370,3667095,https://movie.douban.com/subject/3667095/,http://www.imdb.com/title/tt1851006,6142,
美国,43,"键盘",7.5,2012,"Bill","喜剧",90,美国,75,5157161,https://movie.douban.com/subject/5157161/,http://www.imdb.com/title/tt1591071,6206,
美国,44,"情归阿拉巴马",7.0,2002,"安迪·坦纳特","喜剧,爱情",108,美国,15205,1307187,https://movie.douban.com/subject/1307187/,http://www.imdb.com/title/tt0256415,6501,
台湾,45,"湖畔幽魂",7.1,1984,"叶金淦","爱情",97,台湾,279,2214099,https://movie.douban.com/subject/2214099/,http://www.imdb.com/title/tt0102257,6675,
美国,46,"已是香港明日",7.0,2015,"丁怡瑱","喜剧,爱情",78,美国 / 香港,3982,26245039,https://movie.douban.com/subject/26245039/,http://www.imdb.com/title/tt3700804,7120,
中国大陆,47,"2015最美表演",7.1,2015,"李霄峰","短片",21,中国大陆,1062,26683679,https://movie.douban.com/subject/26683679/,,7169,
法国,48,"小约瑟的故事",7.9,1983,"尤占·帕尔西","剧情",103,法国 / Martinique,177,1296378,https://movie.douban.com/subject/1296378/,http://www.imdb.com/title/tt0086213,7238,
美国,49,"爱丽·帕克",7.5,2005,"斯科特·科菲","喜剧",95,美国,291,1452737,https://movie.douban.com/subject/1452737/,http://www.imdb.com/title/tt0436262,7464,
丹麦,50,"第二次机会",7.5,2014,"苏珊娜·比尔","剧情",102,丹麦,110,25804440,https://movie.douban.com/subject/25804440/,http://www.imdb.com/title/tt3305316,7516,
台湾,51,"深海",7.0,2005,"郑文堂","剧情,爱情",108,台湾,1331,1763100,https://movie.douban.com/subject/1763100/,http://www.imdb.com/title/tt0490004,7809,
美国,52,"创业先锋",7.0,1988,"弗朗西斯·福特·科波拉","剧情,传记",110,美国,192,1296408,https://movie.douban.com/subject/1296408/,http://www.imdb.com/title/tt0096316,7834,
台湾,53,"芳草碧连天",7.6,1987,"蔡扬名","剧情,爱情",,台湾,241,3224840,https://movie.douban.com/subject/3224840/,http://www.imdb.com/title/tt0121267,7918,
美国,54,"贩毒之地",7.8,2015,"马修·海涅曼","剧情,纪录片",100,美国 / 墨西哥,2474,26276369,https://movie.douban.com/subject/26276369/,http://www.imdb.com/title/tt4126304,8133,
中国大陆,55,"坏孩子的秋天",7.5,2010,"邓科","剧情,儿童",,中国大陆,279,6733088,https://movie.douban.com/subject/6733088/,,8164,
Australia,56,"自杀理论",7.0,2015,"Dru","",98,Australia,84,26429556,https://movie.douban.com/subject/26429556/,http://www.imdb.com/title/tt2517300,8311,
日本,57,"桃花期",7.2,2011,"大根仁","喜剧,爱情",118,日本,20229,6041222,https://movie.douban.com/subject/6041222/,http://www.imdb.com/title/tt1916708,8366,
中国大陆,58,"茉等花开",7.7,2016,"Melvin","爱情,短片",12,中国大陆,2268,26834004,https://movie.douban.com/subject/26834004/,,8440,
香港,59,"我左眼见到鬼",7.0,2002,"杜琪峰","喜剧,爱情,恐怖,家庭",98,香港,33082,1299374,https://movie.douban.com/subject/1299374/,http://www.imdb.com/title/tt0319901,8711,
美国,60,"七日地狱",7.2,2015,"杰克·西曼斯基","喜剧,短片,运动",43,美国,5105,25938856,https://movie.douban.com/subject/25938856/,http://www.imdb.com/title/tt3895884,8859,
日本,61,"青春摇滚火花",7.1,2003,"田口智朗","剧情",118,日本,136,1737233,https://movie.douban.com/subject/1737233/,http://www.imdb.com/title/tt0439621,9081,
美国,62,"面包店的趣事",7.0,1902,"Edwin","喜剧,短片",,美国,72,2209916,https://movie.douban.com/subject/2209916/,http://www.imdb.com/title/tt0245125,9165,
法国,63,"流浪的迪潘",7.2,2015,"雅克·欧迪亚","剧情,犯罪",115,法国,3308,26295860,https://movie.douban.com/subject/26295860/,http://www.imdb.com/title/tt4082068,9237,
日本,64,"爱－性＝无",7.3,1994,"佐藤寿保","恐怖",,日本,51,1941211,https://movie.douban.com/subject/1941211/,http://www.imdb.com/title/tt0291272,9356,
美国,65,"詹姆士",7.1,2014,"特雷弗·怀特","剧情,音乐,犯罪",109,美国,100,24706987,https://movie.douban.com/subject/24706987/,http://www.imdb.com/title/tt1673734,9396,
英国,66,"日复一日",7.4,2012,"迈克尔·温特伯顿","剧情",106,英国,307,2244738,https://movie.douban.com/subject/2244738/,http://www.imdb.com/title/tt1037223,9409,
中国大陆,67,"7电影系列",7.0,2011,"刘烨","短片",,中国大陆,277,6533124,https://movie.douban.com/subject/6533124/,,9444,
台湾,68,"瓦旦的酒瓶",7.0,2002,"郑文堂","",,台湾,54,2930838,https://movie.douban.com/subject/2930838/,http://www.imdb.com/title/tt4256408,9513,
美国,69,"手足情",7.4,2010,"Will","剧情,惊悚,犯罪",76,美国,51,3236909,https://movie.douban.com/subject/3236909/,http://www.imdb.com/title/tt1273241,9533,
美国,70,"错误行动",7.0,1992,"卡尔·富兰克林","剧情,惊悚,犯罪",105,美国,72,1305663,https://movie.douban.com/subject/1305663/,http://www.imdb.com/title/tt0102592,9604,
英国,71,"随心所欲",7.1,1998,"威拉德·卡罗尔","剧情,喜剧,爱情",121,英国 / 美国,567,1292873,https://movie.douban.com/subject/1292873/,http://www.imdb.com/title/tt0145734,9624,
德国,72,"告密者",7.7,2010,"拉尔沙·康达基","剧情,传记,犯罪",112,德国 / 加拿大 / 美国,8477,3346527,https://movie.douban.com/subject/3346527/,http://www.imdb.com/title/tt0896872,9713,
美国,73,"水",7.0,1997,"Kelli","喜剧,爱情",100,美国,233,1806741,https://movie.douban.com/subject/1806741/,http://www.imdb.com/title/tt0116661,9745,
中国大陆,74,"天下无双",7.0,2002,"刘镇伟","喜剧,爱情,歌舞,古装",97,中国大陆 / 香港,114998,1307323,https://movie.douban.com/subject/1307323/,http://www.imdb.com/title/tt0311913,9759,
中国大陆,75,"虾仔擒盗记",7.3,1988,"张郁强","",,中国大陆,58,3993552,https://movie.douban.com/subject/3993552/,,9771,
新加坡,76,"新兵正传2",7.0,2013,"梁智强","喜剧",113,新加坡,290,21356476,https://movie.douban.com/subject/21356476/,http://www.imdb.com/title/tt2910300,9859,
美国,77,"史蒂夫的哲学",7.2,2000,"Jenniphr","剧情,喜剧,爱情",87,美国,138,1419947,https://movie.douban.com/subject/1419947/,http://www.imdb.com/title/tt0234853,9872,
俄罗斯,78,"中暑",7.3,2014,"尼基塔·米哈尔科夫","剧情",175,俄罗斯,143,25695871,https://movie.douban.com/subject/25695871/,http://www.imdb.com/title/tt4119030,9981,
美国,79,"恐怖小店",7.4,1960,"罗杰·科曼","喜剧,恐怖",70,美国,176,1305609,https://movie.douban.com/subject/1305609/,http://www.imdb.com/title/tt0054033,10020,
韩国,80,"刑事",7.0,2005,"李明世","动作,悬疑",111,韩国,2448,1451405,https://movie.douban.com/subject/1451405/,http://www.imdb.com/title/tt0475616,10070,
法国,81,"相思成灾",7.4,2006,"阿莱克·凯西西恩","喜剧,爱情",90,法国 / 英国,42792,1890157,https://movie.douban.com/subject/1890157/,http://www.imdb.com/title/tt0452643,10109,
英国,82,"首相绑架案",7.4,1990,"安德鲁·格里夫","剧情,悬疑,犯罪",51,英国,581,1768179,https://movie.douban.com/subject/1768179/,http://www.imdb.com/title/tt0676177,10141,
美国,83,"让我们相爱吧",7.1,1960,"乔治·库克","喜剧,爱情,歌舞",119,美国,408,1296295,https://movie.douban.com/subject/1296295/,http://www.imdb.com/title/tt0054022,10191,
美国,84,"又是圣诞",7.6,2014,"Charles","剧情,爱情",80,美国,208,25957493,https://movie.douban.com/subject/25957493/,http://www.imdb.com/title/tt3894188,10193,
台湾,85,"四个不平凡的少年",7.1,1996,"朱延平","喜剧,战争",83,台湾,1016,1864542,https://movie.douban.com/subject/1864542/,http://www.imdb.com/title/tt0116343,10208,
中国大陆,86,"安大略合约",7.6,2014,"关心","剧情",48,中国大陆 / 加拿大,139,25872294,https://movie.douban.com/subject/25872294/,,10251,
法国,87,"愈坏愈要爱",7.2,1998,"Marcel","剧情,爱情,同性,音乐",91,法国 / 瑞士,1141,1866431,https://movie.douban.com/subject/1866431/,http://www.imdb.com/title/tt0166604,10256,
日本,88,"世界奇妙物语",8.2,1998,"土方政人","剧情,悬疑,惊悚",,日本,343,2281662,https://movie.douban.com/subject/2281662/,,10276,
日本,89,"孤独星球",7.5,2011,"筒井武文","爱情",94,日本,76,7046524,https://movie.douban.com/subject/7046524/,http://www.imdb.com/title/tt1945118,10364,
台湾,90,"再見夏天",7.9,2010,"林英作","",,台湾,74,4822840,https://movie.douban.com/subject/4822840/,,10423,
日本,91,"最后的爱",7.0,2007,"藤田明二","爱情",110,日本,802,2135454,https://movie.douban.com/subject/2135454/,http://www.imdb.com/title/tt1053876,10504,
澳大利亚,92,"赛门和黛利拉",7.1,2009,"Warwick","剧情,爱情",101,澳大利亚,91,3575983,https://movie.douban.com/subject/3575983/,http://www.imdb.com/title/tt1340123,10648,
日本,93,"XX",7.2,1996,"池田敏春","情色,犯罪",96,日本,432,2134058,https://movie.douban.com/subject/2134058/,http://www.imdb.com/title/tt0229059,10784,
法国,94,"我是丑小鸭",7.6,2004,"贝尔纳·让让","喜剧,爱情",85,法国,188,1394328,https://movie.douban.com/subject/1394328/,http://www.imdb.com/title/tt0408927/,10838,
台湾,95,"心恋",7.5,2004,"尹祺","爱情",,台湾,271,1826652,https://movie.douban.com/subject/1826652/,http://www.imdb.com/title/tt0490519,10849,
日本,96,"恋爱小说",7.2,2004,"森淳一","爱情",,日本,569,2036980,https://movie.douban.com/subject/2036980/,http://www.imdb.com/title/tt0475140,10893,
美国,97,"爵士乐手",7.4,1988,"克林特·伊斯特伍德","剧情,音乐,传记",161,美国,231,1294214,https://movie.douban.com/subject/1294214/,http://www.imdb.com/title/tt0094747,11017,
澳大利亚,98,"凡高的生与死",8.0,1987,"Paul","剧情,动画,传记",105,澳大利亚,738,1469497,https://movie.douban.com/subject/1469497/,http://www.imdb.com/title/tt0094269,11018,
中国大陆,99,"梦幻诛仙",7.0,2009,"李国立","动作,武侠",8,中国大陆,969,4074201,https://movie.douban.com/subject/4074201/,,11069,
中国大陆,100,"冬春的日子",7.5,1993,"王小帅","剧情,爱情",80,中国大陆,4293,1441017,https://movie.douban.com/subject/1441017/,http://www.imdb.com/title/tt0106750,11082,
美国,101,"不明身份",7.0,2011,"佐米·希尔拉","剧情,悬疑,惊悚",113,美国 / 英国 / 德国 / 法国,35382,3614963,https://movie.douban.com/subject/3614963/,http://www.imdb.com/title/tt1401152,11087,
印度,102,"痛击",8.1,2010,"马尼·沙恩卡尔","剧情,动作,犯罪",117,印度,3126,5159694,https://movie.douban.com/subject/5159694/,http://www.imdb.com/title/tt1558578,11108,
印度,103,"阿克巴大帝",7.8,2008,"阿素托史·哥瓦力克","动作,爱情,歌舞,传记,历史,冒险",213,印度,2774,2081429,https://movie.douban.com/subject/2081429/,http://www.imdb.com/title/tt0449994,11149,
法国,104,"网络情缘",7.1,2005,"Nicolas","",,法国,58,3190086,https://movie.douban.com/subject/3190086/,http://www.imdb.com/title/tt0482039,11326,
美国,105,"幽冥",7.1,2016,"尼克·马蒂厄","动作,科幻,战争",107,美国,22592,20514871,https://movie.douban.com/subject/20514871/,http://www.imdb.com/title/tt2106651,11420,
爱尔兰,106,"皮雷的慷慨",7.0,2009,"Ian","剧情,喜剧,动作,惊悚,犯罪",88,爱尔兰 / 英国,259,3008269,https://movie.douban.com/subject/3008269/,http://www.imdb.com/title/tt1003034,11480,
日本,107,"未来预想图",7.0,2007,"蝶野博","剧情,爱情",115,日本,1629,2065046,https://movie.douban.com/subject/2065046/,http://www.imdb.com/title/tt1020891,11531,
塞尔维亚,108,"涟漪效应",7.6,2013,"斯尔丹·戈卢博维奇","剧情",112,塞尔维亚 / 德国 / 法国 / 斯洛文尼亚 / 克罗地亚,99,6725658,https://movie.douban.com/subject/6725658/,http://www.imdb.com/title/tt1839522,11553,
美国,109,"梦中情人",7.7,1996,"Tiffanie","剧情,喜剧,爱情",90,美国,171,1302297,https://movie.douban.com/subject/1302297/,http://www.imdb.com/title/tt0116141,11594,
台湾,110,"看见天堂",8.1,2010,"马志翔","剧情",90,台湾,64,6534115,https://movie.douban.com/subject/6534115/,,11595,
美国,111,"倾听你心",7.2,2010,"马特·汤普森","剧情,爱情,音乐",102,美国,943,3182807,https://movie.douban.com/subject/3182807/,http://www.imdb.com/title/tt1274296,11669,
香港,112,"李小龙传奇",7.2,1976,"吴思远","传记",90,香港,141,2277993,https://movie.douban.com/subject/2277993/,http://www.imdb.com/title/tt0077850,11803,
日本,113,"老人交响乐团",7.1,2016,"细川彻","喜剧,音乐",119,日本,540,26637868,https://movie.douban.com/subject/26637868/,http://www.imdb.com/title/tt5101956,11954,
法国,114,"公平竞争",7.3,2006,"Lionel","惊悚",,法国,288,2038262,https://movie.douban.com/subject/2038262/,http://www.imdb.com/title/tt0454602,11979,
日本,115,"幸福的餐桌",7.9,2007,"小松隆志","剧情",108,日本,908,1937088,https://movie.douban.com/subject/1937088/,http://www.imdb.com/title/tt0907648,12048,
美国,116,"那年此时",7.1,2013,"Kat","剧情",83,美国,224,6875417,https://movie.douban.com/subject/6875417/,http://www.imdb.com/title/tt1972819,12246,
英国,117,"双城记",8.2,1958,"拉尔夫·托马斯","剧情,爱情,历史,战争",117,英国,153,2017186,https://movie.douban.com/subject/2017186/,http://www.imdb.com/title/tt0052270,12283,
美国,118,"记住星期日",7.1,2013,"杰夫·布莱克纳","喜剧,爱情",90,美国,296,21795340,https://movie.douban.com/subject/21795340/,http://www.imdb.com/title/tt2770480,12342,
美国,119,"骑劫地下铁",7.3,1974,"约瑟夫·萨金特","剧情,惊悚,犯罪",104,美国,536,1293385,https://movie.douban.com/subject/1293385/,http://www.imdb.com/title/tt0072251,12378,
中国大陆,120,"喋血孤城",7.3,2010,"沈东","剧情,历史,战争",88,中国大陆,6904,4825006,https://movie.douban.com/subject/4825006/,http://www.imdb.com/title/tt1773370,12443,
中国大陆,121,"公鸡打鸣，母鸡下蛋",7.1,2000,"白玉","剧情,喜剧",100,中国大陆,163,1936565,https://movie.douban.com/subject/1936565/,,12531,
法国,122,"掠杀者",7.2,2002,"Louis-Pascal","动作,惊悚,犯罪,冒险",103,法国,186,1465601,https://movie.douban.com/subject/1465601/,http://www.imdb.com/title/tt0300523,12660,
美国,123,"委托人",7.6,1994,"乔·舒马赫","剧情,悬疑,惊悚",119,美国,1902,1292487,https://movie.douban.com/subject/1292487/,http://www.imdb.com/title/tt0109446,12673,
香港,124,"初缠恋后的2人世界",7.7,1997,"葛民辉","剧情",96,香港,5674,1308174,https://movie.douban.com/subject/1308174/,http://www.imdb.com/title/tt0146745,12685,
英国,125,"梅花K之迷",7.3,1989,"兰尼·雷","悬疑,犯罪",50,英国,538,1768194,https://movie.douban.com/subject/1768194/,http://www.imdb.com/title/tt0676178,12686,
法国,126,"一切为了幸福",7.5,2015,"Cyril","剧情,家庭",97,法国,63,26772644,https://movie.douban.com/subject/26772644/,http://www.imdb.com/title/tt4386356,13231,
英国,127,"到也门钓鲑鱼",7.0,2011,"拉斯·霍尔斯道姆","剧情,喜剧,爱情",107,英国,12823,3749943,https://movie.douban.com/subject/3749943/,http://www.imdb.com/title/tt1441952,13340,
德国,128,"耶里肖",7.0,2008,"克利斯蒂安·佩措尔德","剧情",93,德国,561,3169290,https://movie.douban.com/subject/3169290/,http://www.imdb.com/title/tt1224153,13496,
法国,129,"送乡人",7.0,2014,"汤米·李·琼斯","剧情,西部",122,法国 / 美国,2197,11524580,https://movie.douban.com/subject/11524580/,http://www.imdb.com/title/tt2398231,13564,
日本,130,"上海恋香",7.0,2005,"野村泰夫","",,日本 / 中国,196,1482823,https://movie.douban.com/subject/1482823/,,13664,
美国,131,"绅士爱美人",7.8,1953,"霍华德·霍克斯","剧情,喜剧,爱情,歌舞",91,美国,2469,1294244,https://movie.douban.com/subject/1294244/,http://www.imdb.com/title/tt0045810,13698,
美国,132,"七年之痒",7.4,1955,"比利·怀德","喜剧,爱情",105,美国,13810,1294379,https://movie.douban.com/subject/1294379/,http://www.imdb.com/title/tt0048605,13712,
日本,133,"在黑暗中等待相遇",7.4,2006,"天愿大介","剧情,爱情,惊悚",130,日本,5230,1908318,https://movie.douban.com/subject/1908318/,http://www.imdb.com/title/tt0872007,13792,
日本,134,"味园Universe",7.1,2015,"山下敦弘","剧情,音乐",103,日本,3008,25900851,https://movie.douban.com/subject/25900851/,http://www.imdb.com/title/tt3780338,13837,
法国,135,"完美男人",7.2,2015,"雅恩·戈斯兰","惊悚",104,法国,629,26287034,https://movie.douban.com/subject/26287034/,http://www.imdb.com/title/tt4058500,13873,
