i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop,
日本,17872,永远的0,7.5,2013,山崎贵,战争,144,日本,6525,10756870,https://movie.douban.com/subject/10756870/,http://www.imdb.com/title/tt2404217,17872,,
美国,17478,永远的北极熊,7.6,2014,玛雅·福布斯,"剧情,喜剧",90,美国,2335,10546734,https://movie.douban.com/subject/10546734/,http://www.imdb.com/title/tt1969062,17478,,
英国,7205,永远的车神,9.2,2010,阿斯弗·卡帕迪尔,"纪录片,传记,运动",106,英国,4468,3718778,https://movie.douban.com/subject/3718778/,http://www.imdb.com/title/tt1424432,7205,,
日本,14346,永远的处女,7.3,1969,若松孝二,剧情,65,日本,437,1438637,https://movie.douban.com/subject/1438637/,http://www.imdb.com/title/tt0065233,14346,,
芬兰,9443,永远的赫尔辛基,7.9,2008,Peter von Bagh,"纪录片,历史",74,芬兰,38,4728450,https://movie.douban.com/subject/4728450/,http://www.imdb.com/title/tt1571730,9443,,
意大利,9721,永远的教皇：约翰·保罗二世,8.8,2006,乔科摩·巴蒂亚托,传记,155,意大利 / 波兰 / 加拿大,76,3998639,https://movie.douban.com/subject/3998639/,http://www.imdb.com/title/tt0495039,9721,,
意大利,9402,永远的卡拉斯,7.5,2002,佛朗哥·泽菲雷里,剧情,108,意大利 / 法国 / 西班牙 / 英国 / 罗马尼亚,412,1300696,https://movie.douban.com/subject/1300696/,http://www.imdb.com/title/tt0274407,9402,,
瑞典,4489,永远的莉莉亚,8.2,2002,鲁卡斯·穆迪森,"剧情,犯罪",109,瑞典 / 丹麦,5693,1298973,https://movie.douban.com/subject/1298973/,http://www.imdb.com/title/tt0300140,4489,,
英国,3604,永远的齐柏林飞船,9.3,1976,Peter Clifton,"纪录片,音乐",137,英国 / 美国,343,1419673,https://movie.douban.com/subject/1419673/,http://www.imdb.com/title/tt0075244,3604,,
日本,2377,永远的人,8,1961,木下惠介,剧情,103,日本,187,1303088,https://movie.douban.com/subject/1303088/,http://www.imdb.com/title/tt0054845,2377,,
日本,794,永远的三丁目的夕阳,8.8,2005,山崎贵,"剧情,家庭",133,日本,26776,1463224,https://movie.douban.com/subject/1463224/,http://www.imdb.com/title/tt0488870,794,,
日本,1305,永远的三丁目的夕阳2,8.7,2007,山崎贵,剧情,146,日本,12281,1980825,https://movie.douban.com/subject/1980825/,http://www.imdb.com/title/tt0953981,1305,,
日本,9956,永远的三丁目的夕阳之1964,8.2,2012,山崎贵,剧情,142,日本,9024,5967829,https://movie.douban.com/subject/5967829/,http://www.imdb.com/title/tt1823067,9956,,
日本,3292,永远的托词,7.7,2016,西川美和,剧情,124,日本,4176,26581774,https://movie.douban.com/subject/26581774/,http://www.imdb.com/title/tt4837062,3292,,
西班牙,14659,永远活下去,8.2,2010,古斯塔沃·罗恩,"剧情,家庭,儿童",99,西班牙 / 英国,1006,3769466,https://movie.douban.com/subject/3769466/,http://www.imdb.com/title/tt1446208,14659,,
美国,3172,永远强大,7.3,2008,瑞恩·雷特尔,"剧情,运动",,美国,1115,2134897,https://movie.douban.com/subject/2134897/,http://www.imdb.com/title/tt0840322,3172,,
日本,22564,永远之永恒,7.4,2011,飯田馬之介,动画,48,日本,519,6861613,https://movie.douban.com/subject/6861613/,http://www.imdb.com/title/tt3565136,22564,,
日本,16810,永远之永恒,7.6,2011,飯田馬之介,动画,45,日本,491,6957748,https://movie.douban.com/subject/6957748/,http://www.imdb.com/title/tt3565148,16810,,
日本,18040,永远之永恒,7.7,2011,飯田馬之介,动画,48,日本,442,7062599,https://movie.douban.com/subject/7062599/,http://www.imdb.com/title/tt3565158,18040,,
日本,19814,永远之永恒,7.7,2011,飯田馬之介,动画,48,日本,404,10428481,https://movie.douban.com/subject/10428481/,http://www.imdb.com/title/tt3565160,19814,,
美国,10243,勇闯16街区,7.1,2006,理查德·唐纳,"剧情,动作,惊悚,犯罪",102,美国 / 德国,16155,1428177,https://movie.douban.com/subject/1428177/,http://www.imdb.com/title/tt0450232,10243,,
美国,244,勇闯夺命岛,8.5,1996,迈克尔·贝,"动作,冒险",136,美国,133707,1292728,https://movie.douban.com/subject/1292728/,http://www.imdb.com/title/tt0117500,244,187,
美国,24913,勇闯黄金城,7.4,2000,Bibo Bergeron,"喜剧,爱情,动画,家庭,冒险",89,美国,2704,1304543,https://movie.douban.com/subject/1304543/,http://www.imdb.com/title/tt0138749,24913,,
香港,8252,勇闯天下,7.1,1990,李惠民 (Raymond Lee),"剧情,犯罪",91,香港,75,1308400,https://movie.douban.com/subject/1308400/,http://www.imdb.com/title/tt0100992,8252,,
印度,20357,勇夺芳心,8,1995,Aditya Chopra,"喜剧,爱情,歌舞,家庭",190,印度,695,2150780,https://movie.douban.com/subject/2150780/,http://www.imdb.com/title/tt0112870,20357,,
美国,1145,勇敢传说,7.4,2012,马克?安德鲁斯,"喜剧,动作,动画,家庭,奇幻,冒险",95,美国,84825,3036473,https://movie.douban.com/subject/3036473/,http://www.imdb.com/title/tt1217209,1145,,
美国,21814,勇敢的护士,7.7,2009,John Kent Harrison,"剧情,传记,战争",95,美国,269,3074506,https://movie.douban.com/subject/3074506/,http://www.imdb.com/title/tt1010278,21814,,
罗马尼亚,4563,勇敢的米哈伊,7.8,1971,塞尔玖· 尼古拉耶斯库,"剧情,动作,传记,历史,战争",203,罗马尼亚 / 法国 / 意大利,184,1308732,https://movie.douban.com/subject/1308732/,http://www.imdb.com/title/tt0066078,4563,,
美国,10098,勇敢的兔八哥,8.8,1942,Robert Clampett,"喜剧,动画,短片,家庭",7,美国,5611,2346826,https://movie.douban.com/subject/2346826/,http://www.imdb.com/title/tt0034554,10098,,
美国,15093,勇敢的小裁缝,8,1938,弗兰克·塔许林,"喜剧,动画,短片,家庭",9,美国,58,3096189,https://movie.douban.com/subject/3096189/,http://www.imdb.com/title/tt0029943,15093,,
美国,91,勇敢的心,8.8,1995,梅尔·吉布森,"剧情,动作,传记,历史,战争",177,美国,287619,1294639,https://movie.douban.com/subject/1294639/,http://www.imdb.com/title/tt0112573,91,61,
美国,9760,勇敢骑士兔八哥,8.4,1958,弗里兹·弗里伦,"喜剧,动画,短片,家庭,奇幻",6,美国,2133,1302794,https://movie.douban.com/subject/1302794/,http://www.imdb.com/title/tt0051825,9760,,
美国,535,勇敢者的游戏,8,1995,乔·庄斯顿,"惊悚,家庭,奇幻,冒险",104,美国,72356,1294990,https://movie.douban.com/subject/1294990/,http://www.imdb.com/title/tt0113497,535,,
日本,6079,勇猛宇宙海贼：亚空间之深渊,7.5,2014,佐藤竜雄,"剧情,动画",,日本,131,10864735,https://movie.douban.com/subject/10864735/,http://www.imdb.com/title/tt3204020,6079,,
美国,8249,勇气,7.9,2011,Alex Kendrick,剧情,130,美国,3057,5153874,https://movie.douban.com/subject/5153874/,http://www.imdb.com/title/tt1630036,8249,,
爱尔兰,10105,勇气游戏,7.3,2001,Barry Dignam,"剧情,短片,同性",,爱尔兰,1318,3402469,https://movie.douban.com/subject/3402469/,http://www.imdb.com/title/tt0272034,10105,,
美国,17466,勇气之峰,8.5,1990,Christopher Leitch,"剧情,家庭,冒险",98,美国 / 法国,101,1303268,https://movie.douban.com/subject/1303268/,http://www.imdb.com/title/tt0097115,17466,,
美国,174,勇士,8.9,2011,加文·欧康诺,"剧情,家庭,运动",140,美国,81716,3217169,https://movie.douban.com/subject/3217169/,http://www.imdb.com/title/tt1291584,174,218,
德国,17978,勇往直前,8.2,2004,法提赫·阿金,"剧情,爱情",121,德国 / 土耳其,3470,1309012,https://movie.douban.com/subject/1309012/,http://www.imdb.com/title/tt0347048,17978,,
美国,8509,勇往直前,8.5,1988,Charlotte Zwerin,"纪录片,音乐,传记",90,美国,53,1419852,https://movie.douban.com/subject/1419852/,http://www.imdb.com/title/tt0098465,8509,,
加拿大,5207,勇者,7,2003,Carles Porta,"喜剧,动画,短片",,加拿大 / 法国,233,1947810,https://movie.douban.com/subject/1947810/,http://www.imdb.com/title/tt0361636,5207,,
日本,20831,勇者传说,7.2,2006,千明孝一,"动画,悬疑,冒险",108,日本,989,1796010,https://movie.douban.com/subject/1796010/,http://www.imdb.com/title/tt0778631,20831,,
美国,3908,勇者行动,7.5,2012,迈克·麦科伊,动作,110,美国,21458,5157137,https://movie.douban.com/subject/5157137/,http://www.imdb.com/title/tt1591479,3908,,
香港,10770,勇者无惧,7.3,1981,袁和平,"喜剧,动作",91,香港,512,2130143,https://movie.douban.com/subject/2130143/,http://www.imdb.com/title/tt0083352,10770,,
美国,10024,勇者无惧,8.2,1997,史蒂文·斯皮尔伯格,"剧情,悬疑,历史",155,美国,3232,1295802,https://movie.douban.com/subject/1295802/,http://www.imdb.com/title/tt0118607,10024,,
西班牙,24821,蛹,7.3,2011,宝拉·奥提兹,剧情,96,西班牙,189,3718499,https://movie.douban.com/subject/3718499/,http://www.imdb.com/title/tt1423922,24821,,
日本,447,用心棒,8.8,1961,黑泽明,"剧情,动作,惊悚,犯罪",110,日本,12872,1292515,https://movie.douban.com/subject/1292515/,http://www.imdb.com/title/tt0055630,447,,
韩国,18802,优雅的谎言,7.5,2014,李翰,"剧情,悬疑",117,韩国,9537,23712691,https://movie.douban.com/subject/23712691/,http://www.imdb.com/title/tt3837154,18802,,
韩国,2358,优雅的世界,7.5,2007,韩在林,"喜剧,家庭",109,韩国,5579,2137060,https://movie.douban.com/subject/2137060/,http://www.imdb.com/title/tt1038110,2358,,
加拿大,14435,优雅的死亡,8.1,2003,Allan King,纪录片,148,加拿大,29,2117645,https://movie.douban.com/subject/2117645/,http://www.imdb.com/title/tt0379269,14435,,
菲律宾,7630,忧郁症,7.2,2008,拉夫·迪亚兹,剧情,450,菲律宾,98,3195518,https://movie.douban.com/subject/3195518/,http://www.imdb.com/title/tt1269566,7630,,
英国,10982,幽草,7.8,1985,肯·麦克姆伦,剧情,92,英国,63,1300887,https://movie.douban.com/subject/1300887/,http://www.imdb.com/title/tt0090372,10982,,
France,7822,幽谷百合,8,1970,Marcel Cravenne,,,France,58,1878620,https://movie.douban.com/subject/1878620/,http://www.imdb.com/title/tt0187256,7822,,
意大利,11234,幽会百科,7.4,1964,皮埃尔·保罗·帕索里尼,纪录片,90,意大利,181,1401465,https://movie.douban.com/subject/1401465/,http://www.imdb.com/title/tt0057960,11234,,
英国,4088,幽灵捕捉计划——寻找中微子,8.7,2004,Jemima Harrison,纪录片,,英国,50,5809762,https://movie.douban.com/subject/5809762/,http://www.imdb.com/title/tt0605174,4088,,
法国,11677,幽灵仓库,7.5,2004,Franck Dion,"动画,悬疑,短片",,法国,504,1756622,https://movie.douban.com/subject/1756622/,http://www.imdb.com/title/tt0446366,11677,,
日本,5743,幽灵船,7.8,1956,Nobur? ?fuji,"动画,短片",,日本,38,5226734,https://movie.douban.com/subject/5226734/,http://www.imdb.com/title/tt0419283,5743,,
美国,22669,幽灵电脑,8.4,1993,Jerrold Freedman,科幻,,美国,47,2045885,https://movie.douban.com/subject/2045885/,http://www.imdb.com/title/tt0751131,22669,,
日本,249,幽灵公主,8.8,1997,宫崎骏,"动画,奇幻,冒险",134,日本,224364,1297359,https://movie.douban.com/subject/1297359/,http://www.imdb.com/title/tt0119698,249,76,
日本,14480,幽灵公主诞生物语,9.3,2001,浦谷年良,纪录片,226,日本,115,26582781,https://movie.douban.com/subject/26582781/,,14480,,
瑞典,4988,幽灵马车,8.1,1921,维克多·斯约斯特洛姆,"剧情,恐怖,奇幻",93,瑞典,1004,1465471,https://movie.douban.com/subject/1465471/,http://www.imdb.com/title/tt0012364,4988,,
美国,6354,幽灵世界,7.9,2001,泰利·茨威戈夫,"剧情,喜剧",111,美国 / 英国 / 德国,8068,1304868,https://movie.douban.com/subject/1304868/,http://www.imdb.com/title/tt0162346,6354,,
美国,19839,幽灵又出现,8.7,1942,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",8,美国,217,5262210,https://movie.douban.com/subject/5262210/,http://www.imdb.com/title/tt0034753,19839,,
美国,20127,幽灵与未亡人,7.9,1947,约瑟夫·L·曼凯维奇,"剧情,爱情,悬疑,惊悚,奇幻",104,美国,279,1300756,https://movie.douban.com/subject/1300756/,http://www.imdb.com/title/tt0039420,20127,,
英国,9725,幽情密使,7.2,1970,约瑟夫·罗西,"剧情,爱情",118,英国,300,1303360,https://movie.douban.com/subject/1303360/,http://www.imdb.com/title/tt0067144,9725,,
日本,16500,幽异仲夏,7.4,1988,大林宣彦,"悬疑,恐怖",115,日本,277,1645518,https://movie.douban.com/subject/1645518/,http://www.imdb.com/title/tt0125217,16500,,
法国,3342,悠悠,8.3,1965,皮埃尔·埃泰,"剧情,喜剧,爱情,家庭",92,法国,288,1963110,https://movie.douban.com/subject/1963110/,http://www.imdb.com/title/tt0059934,3342,,
日本,6635,悠哉日常大王,8.7,2016,川面真也,"喜剧,动画",24,日本,177,26707476,https://movie.douban.com/subject/26707476/,,6635,,
日本,4481,悠哉日常大王,8.9,2014,川面真也,"剧情,喜剧,动画",24,日本,642,25779156,https://movie.douban.com/subject/25779156/,,4481,,
意大利,9539,悠长假期,7.1,1973,维托里奥·德·西卡,"剧情,爱情",112,意大利 / 西班牙,104,1466237,https://movie.douban.com/subject/1466237/,http://www.imdb.com/title/tt0069823,9539,,
芬兰,18030,尤哈,7.3,1999,阿基·考里斯马基,"剧情,喜剧,爱情",78,芬兰,370,1401898,https://movie.douban.com/subject/1401898/,http://www.imdb.com/title/tt0158692,18030,,
法国,1912,尤里西斯的凝视,8.9,1995,西奥·安哲罗普洛斯,"剧情,战争",176,法国 / 希腊 / 意大利 / 德国 / 英国 / 南斯拉夫 / 波黑 / 阿尔巴尼亚 / 罗马尼亚,3393,1294573,https://movie.douban.com/subject/1294573/,http://www.imdb.com/title/tt0114863,1912,,
法国,8403,尤利西斯,8.4,1982,阿涅斯·瓦尔达,短片,22,法国,723,1763691,https://movie.douban.com/subject/1763691/,http://www.imdb.com/title/tt0161034,8403,,
法国,19005,尤莉娅,7.2,2009,Antoine Arditti,"动画,短片",,法国,39,4195864,https://movie.douban.com/subject/4195864/,http://www.imdb.com/title/tt1461702,19005,,
中国大陆,8431,尤三姐,8.7,1963,吴永刚,,,中国大陆,79,4097221,https://movie.douban.com/subject/4097221/,http://www.imdb.com/title/tt1851090,8431,,
俄罗斯,4556,邮差的白夜,7.6,2014,安德烈·康查洛夫斯基,剧情,91,俄罗斯,1515,25934339,https://movie.douban.com/subject/25934339/,http://www.imdb.com/title/tt3591984,4556,,
美国,20010,邮件预言家,7.9,1957,詹姆斯·涅尔森,"剧情,悬疑,惊悚,犯罪",25,美国,58,5421083,https://movie.douban.com/subject/5421083/,http://www.imdb.com/title/tt0508320,20010,,
加拿大,21012,邮票旅行记,8.8,1988,麦克·罗布,"家庭,奇幻,冒险",105,加拿大,355,3041533,https://movie.douban.com/subject/3041533/,http://www.imdb.com/title/tt0096282,21012,,
中国大陆,7005,邮缘,7.5,1984,桑弧,"剧情,爱情",94,中国大陆,491,1937844,https://movie.douban.com/subject/1937844/,http://www.imdb.com/title/tt0316906,7005,,
法国,6207,犹太长老的灵猫,7.7,2011,Joann Sfar,"动画,冒险",100,法国 / 奥地利,1638,3428545,https://movie.douban.com/subject/3428545/,http://www.imdb.com/title/tt1355638,6207,,
瑞典,1624,犹在镜中,8.4,1961,英格玛·伯格曼,剧情,89,瑞典,3689,1302488,https://movie.douban.com/subject/1302488/,http://www.imdb.com/title/tt0055499,1624,,
Czechoslovakia,15130,油火鸡,7.9,1988,扬·斯维拉克,短片,20,Czechoslovakia,159,2068062,https://movie.douban.com/subject/2068062/,http://www.imdb.com/title/tt0096010,15130,,
台湾,4688,油麻菜籽,8,1983,万仁,剧情,115,台湾,307,1308633,https://movie.douban.com/subject/1308633/,http://www.imdb.com/title/tt0337507,4688,,
美国,20959,油脂,7.4,1978,兰德尔·克莱泽,"爱情,歌舞",110,美国,3077,1300993,https://movie.douban.com/subject/1300993/,http://www.imdb.com/title/tt0077631,20959,,
美国,21391,油脂,7.9,2016,Thomas Kail,歌舞,180,美国,658,26690563,https://movie.douban.com/subject/26690563/,http://www.imdb.com/title/tt4366830,21391,,
美国,3326,鱿鱼和鲸,7.7,2005,诺亚·鲍姆巴赫,"剧情,喜剧,家庭",81,美国,6793,1437377,https://movie.douban.com/subject/1437377/,http://www.imdb.com/title/tt0367089,3326,,
加拿大,8639,游行,7,1977,Frédéric Back,"动画,短片",,加拿大,131,1925947,https://movie.douban.com/subject/1925947/,http://www.imdb.com/title/tt1349649,8639,,
法国,1998,游行,7.6,1974,雅克·塔蒂,剧情,84,法国,348,2007353,https://movie.douban.com/subject/2007353/,http://www.imdb.com/title/tt0071968,1998,,
瑞典,5401,游客,7.4,2014,鲁本·奥斯特伦德,"剧情,家庭",120,瑞典 / 法国 / 挪威 / 丹麦,12457,7155005,https://movie.douban.com/subject/7155005/,http://www.imdb.com/title/tt2121382,5401,,
法国,7150,游览意大利,7.7,1954,罗伯托·罗西里尼,剧情,97,法国 / 意大利,1060,1303576,https://movie.douban.com/subject/1303576/,http://www.imdb.com/title/tt0046511,7150,,
日本,6385,游乐场之吻,7.8,2007,竹内敦志,动画,,日本,636,5377135,https://movie.douban.com/subject/5377135/,http://www.imdb.com/title/tt4799642,6385,,
法国,1749,游戏规则,8.4,1939,让·雷诺阿,"剧情,喜剧",110,法国,4316,1401261,https://movie.douban.com/subject/1401261/,http://www.imdb.com/title/tt0031885,1749,,
美国,18944,游戏结束,7.4,2006,亚当·派瑟帕恩,"动画,短片",,美国,535,4002374,https://movie.douban.com/subject/4002374/,http://www.imdb.com/title/tt9085555,18944,,
日本,20623,游戏王：真红眼黑龙,7.1,1999,志水淳児,动画,30,日本,200,23860841,https://movie.douban.com/subject/23860841/,http://www.imdb.com/title/tt2488310,20623,,
日本,15498,游戏王剧场版：光之金字塔,7.6,2004,辻初樹,"动作,动画,奇幻,冒险",90,日本 / 美国,1199,1309137,https://movie.douban.com/subject/1309137/,http://www.imdb.com/title/tt0403703,15498,,
日本,9802,游戏制作人石原恒和,7.5,2013,NHK,纪录片,47,日本,91,25943205,https://movie.douban.com/subject/25943205/,,9802,,
美国,8364,游侠传奇,7,1981,威廉·弗兰克,"动作,西部,冒险",98,美国 / 英国,134,1294351,https://movie.douban.com/subject/1294351/,http://www.imdb.com/title/tt0082648,8364,,
香港,2749,游侠儿,7.5,1970,张彻,"动作,武侠,古装",103,香港,893,1477088,https://movie.douban.com/subject/1477088/,http://www.imdb.com/title/tt0066594,2749,,
法国,23212,游泳池,7,1969,雅克·德雷,"剧情,犯罪",120,法国 / 意大利,501,1308459,https://movie.douban.com/subject/1308459/,http://www.imdb.com/title/tt0064816,23212,,
日本,2378,游泳池,7.4,2009,大森美香,剧情,96,日本,1115,3732470,https://movie.douban.com/subject/3732470/,http://www.imdb.com/title/tt1458613,2378,,
丹麦,21885,游泳的人,7.5,2001,Thomas Bjerregaard Nielsen,短片,,丹麦,49,1963681,https://movie.douban.com/subject/1963681/,http://www.imdb.com/title/tt0295154,21885,,
法国,9756,游泳冠军塔里斯,7,1931,让·维果,"纪录片,短片",10,法国,391,1401910,https://movie.douban.com/subject/1401910/,http://www.imdb.com/title/tt0022462,9756,,
中国大陆,23620,游泳回家,8.3,2016,王一寓,"剧情,家庭,儿童",28,中国大陆,311,26827707,https://movie.douban.com/subject/26827707/,http://www.imdb.com/title/tt5952176,23620,,
香港,7906,游园地,7.4,2005,梁碧芝,"剧情,同性",,香港,895,3534425,https://movie.douban.com/subject/3534425/,http://www.imdb.com/title/tt1158710,7906,,
香港,1345,游园惊梦,7.5,2001,杨凡,"剧情,同性",122,香港,40471,1304708,https://movie.douban.com/subject/1304708/,http://www.imdb.com/title/tt0279523,1345,,
中国大陆,21113,游园惊梦,9.1,1960,许珂,戏曲,,中国大陆,300,11593132,https://movie.douban.com/subject/11593132/,,21113,,
法国,22945,游走的手,8.5,2010,Noémie Gillot,,,法国,96,5359975,https://movie.douban.com/subject/5359975/,,22945,,
日本,23073,楢山节考,8.9,1983,今村昌平,剧情,130,日本,14850,1296703,https://movie.douban.com/subject/1296703/,http://www.imdb.com/title/tt0084390,23073,,
美国,17637,鈾之奧秘,8.4,2015,Wain Fimeri,纪录片,,美国,60,26582071,https://movie.douban.com/subject/26582071/,http://www.imdb.com/title/tt4847012,17637,,
英国,4551,友·舞·爱,7.2,2010,Rikki Beadle Blair,剧情,108,英国,236,4097190,https://movie.douban.com/subject/4097190/,http://www.imdb.com/title/tt1527818,4551,,
香港,1050,友情岁月山鸡故事,7.3,2000,叶伟民,"爱情,犯罪",103,香港,14136,1306098,https://movie.douban.com/subject/1306098/,http://www.imdb.com/title/tt0244884,1050,,
美国,8492,友情天地,8.7,1995,Bruce Neibaur,"剧情,家庭",83,美国,281,1439921,https://movie.douban.com/subject/1439921/,http://www.imdb.com/title/tt0113121,8492,,
法国,9999,友谊,7.3,2014,于贝尔·苏佩,纪录片,110,法国 / 奥地利,105,23790248,https://movie.douban.com/subject/23790248/,http://www.imdb.com/title/tt3362914,9999,,
日本,4889,友子惊险之旅,7.2,1996,本广克行,喜剧,61,日本,325,5149020,https://movie.douban.com/subject/5149020/,http://www.imdb.com/title/tt0243612,4889,,
日本,6153,有爱的座敷童子,7.2,2012,和泉圣治,剧情,109,日本,1163,6424170,https://movie.douban.com/subject/6424170/,http://www.imdb.com/title/tt1914281,6153,,
日本,1418,有顶天酒店,7.9,2006,三谷幸喜,"剧情,喜剧,爱情",136,日本,9502,1482316,https://movie.douban.com/subject/1482316/,http://www.imdb.com/title/tt0498587,1418,,
美国,19599,有恩必报,8.9,1952,Joseph Barbera,"喜剧,动画,短片,家庭",7,美国,147,5262239,https://movie.douban.com/subject/5262239/,http://www.imdb.com/title/tt0044620,19599,,
美国,15379,有风的日子,7.9,1968,约翰·哈布雷,"动画,短片,家庭,奇幻",8,美国,38,2084704,https://movie.douban.com/subject/2084704/,http://www.imdb.com/title/tt0063816,15379,,
英国,1312,有关时间旅行的热门问题,7.8,2009,嘉瑞斯·贾里维克,"喜剧,科幻",83,英国,37535,2046839,https://movie.douban.com/subject/2046839/,http://www.imdb.com/title/tt0910554,1312,,
法国,24324,有关小鸟的片断,7.3,2005,Nassim Amaouche,"纪录片,短片",,法国 / 约旦,90,3024298,https://movie.douban.com/subject/3024298/,http://www.imdb.com/title/tt0474329,24324,,
中国大陆,1085,有话好好说,8,1997,张艺谋,"剧情,喜剧",90,中国大陆,76279,1296436,https://movie.douban.com/subject/1296436/,http://www.imdb.com/title/tt0120543,1085,,
西德,9427,有机体的秘密,7.6,1971,杜尚·马卡维耶夫,"剧情,喜剧,奇幻",84,西德 / 南斯拉夫,989,1845260,https://movie.douban.com/subject/1845260/,http://www.imdb.com/title/tt0067958,9427,,
美国,15310,有梦就去闯,8.2,2007,Brad Isaacs,"剧情,爱情",86,美国,2211,2033187,https://movie.douban.com/subject/2033187/,http://www.imdb.com/title/tt0446802,15310,,
意大利,14957,有你我不怕,8.3,2003,加布里埃尔·萨瓦托雷斯,"剧情,悬疑,惊悚,犯罪",108,意大利 / 西班牙 / 英国,2887,1421570,https://movie.douban.com/subject/1421570/,http://www.imdb.com/title/tt0326977,14957,,
日本,6698,有钱男与贫穷女：纽约篇,7.6,2013,西村正記,"剧情,爱情",121,日本,12885,20470369,https://movie.douban.com/subject/20470369/,http://www.imdb.com/title/tt2605312,6698,,
英国,8570,有情感的机器人,8,1985,西蒙·温瑟,"科幻,家庭",99,英国 / 美国,177,1300780,https://movie.douban.com/subject/1300780/,http://www.imdb.com/title/tt0088979,8570,,
中国大陆,16604,有求必应,8,1987,何玉门,"动画,短片",18,中国大陆,856,2237997,https://movie.douban.com/subject/2237997/,,16604,,
英国,16399,有人在吗？,7.8,2008,约翰·克劳利,剧情,94,英国,3077,2362223,https://movie.douban.com/subject/2362223/,http://www.imdb.com/title/tt1130088,16399,,
日本,3264,有时可能是列车,8.4,2008,近藤聡乃,"动画,短片",4,日本,4017,4116987,https://movie.douban.com/subject/4116987/,,3264,,
印度,24403,有时快乐有时悲伤,8.1,2001,卡伦·乔哈尔,"喜剧,爱情,歌舞",210,印度,589,1959001,https://movie.douban.com/subject/1959001/,http://www.imdb.com/title/tt0248126,24403,,
美国,7482,有史以来卖得最好的电影,7.7,2011,摩根·史柏路克,纪录片,90,美国,198,5387046,https://movie.douban.com/subject/5387046/,http://www.imdb.com/title/tt1743720,7482,,
美国,1451,有闲阶级,8.2,1921,查理·卓别林,"喜剧,短片",32,美国,505,1298703,https://movie.douban.com/subject/1298703/,http://www.imdb.com/title/tt0012304,1451,,
荷兰,22049,有些事，你最好别搞混,7.1,2010,Joost Lieuwma,"喜剧,动画,短片",,荷兰,128,20272232,https://movie.douban.com/subject/20272232/,http://www.imdb.com/title/tt1791650,22049,,
中国大陆,19011,有性无别,8.5,2016,吴叶润,"纪录片,同性",34,中国大陆,829,26954005,https://movie.douban.com/subject/26954005/,,19011,,
USA,22355,有一个老妇,7.5,1956,Robert Stevenson,"剧情,悬疑,惊悚,犯罪",25,USA,74,3293655,https://movie.douban.com/subject/3293655/,http://www.imdb.com/title/tt0508355,22355,,
法国,9013,有一天,8.3,2001,Marie Paccou,"剧情,动画,短片",,法国,767,2344555,https://movie.douban.com/subject/2344555/,http://www.imdb.com/title/tt0162028,9013,,
法国,11181,有一天皮娜问我,8.4,1983,香特尔·阿克曼,"纪录片,音乐",57,法国,57,2342223,https://movie.douban.com/subject/2342223/,http://www.imdb.com/title/tt0086506,11181,,
中国大陆,7613,有一种静叫庄严,8.4,2011,张赞波,纪录片,90,中国大陆,251,6386979,https://movie.douban.com/subject/6386979/,http://www.imdb.com/title/tt3614244,7613,,
USA,21992,有罪的证人,7.6,1955,Robert Stevens,"剧情,悬疑,惊悚,犯罪",25,USA,114,3287726,https://movie.douban.com/subject/3287726/,http://www.imdb.com/title/tt0508169,21992,,
中国大陆,14956,又见梅兰芳,8,2006,蓝冰,纪录片,90,中国大陆,247,2296023,https://movie.douban.com/subject/2296023/,,14956,,
美国,3708,又快又贱又失控,7.9,1997,埃罗尔·莫里斯,纪录片,80,美国,153,1308113,https://movie.douban.com/subject/1308113/,http://www.imdb.com/title/tt0119107,3708,,
美国,19119,又香又干净的乖儿子,8.8,1951,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,147,5262235,https://movie.douban.com/subject/5262235/,http://www.imdb.com/title/tt0044048,19119,,
英国,2785,又一年,7.9,2010,迈克·李,剧情,129,英国,11786,3718782,https://movie.douban.com/subject/3718782/,http://www.imdb.com/title/tt1431181,2785,,
苏联,16005,幼儿园,7.8,1984,叶夫盖尼·叶甫图申科,剧情,146,苏联,91,1793574,https://movie.douban.com/subject/1793574/,http://www.imdb.com/title/tt0085433,16005,,
中国大陆,3837,幼儿园,8.7,2004,张以庆,纪录片,,中国大陆,24215,1761172,https://movie.douban.com/subject/1761172/,,3837,,
美国,2120,幼儿园大学,7.9,2008,Marc H. Simon,纪录片,,美国,85,3612011,https://movie.douban.com/subject/3612011/,http://www.imdb.com/title/tt1213832,2120,,
USA,20249,诱饵,7.1,1956,Arnold Laven,"剧情,悬疑,惊悚,犯罪",25,USA,67,3297365,https://movie.douban.com/subject/3297365/,http://www.imdb.com/title/tt0508151/,20249,,
美国,9331,诱拐,7,1915,查理·卓别林,"喜剧,短片",30,美国,96,1867760,https://movie.douban.com/subject/1867760/,http://www.imdb.com/title/tt0006032,9331,,
英国,14566,诱拐,7.4,1996,Paul Vester,"动画,短片",11,英国,102,1759349,https://movie.douban.com/subject/1759349/,http://www.imdb.com/title/tt0178214,14566,,
